;Electricity_2020;CO2_2020;Oil_2020;Gas_2020;Electricity_2025;CO2_2025;Oil_2025;Gas_2025;Electricity_2030;CO2_2030;Oil_2030;Gas_2030;Electricity_2035;CO2_2035;Oil_2035;Gas_2035;Electricity_2040;CO2_2040;Oil_2040;Gas_2040;Electricity_2045;CO2_2045;Oil_2045;Gas_2045;Electricity_2050;CO2_2050;Oil_2050;Gas_2050;Biomass_2020;Biomass_2025;Biomass_2030;Biomass_2035;Biomass_2040;Biomass_2045;Biomass_2050;Hydrogen_2020;Hydrogen_2025;Hydrogen_2030;Hydrogen_2035;Hydrogen_2040;Hydrogen_2045;Hydrogen_2050;Synthetic_fuel_2020;Synthetic_fuel_2025;Synthetic_fuel_2030;Synthetic_fuel_2035;Synthetic_fuel_2040;Synthetic_fuel_2045;Synthetic_fuel_2050;Hard_coal_2020;Hard_coal_2025;Hard_coal_2030;Hard_coal_2035;Hard_coal_2040;Hard_coal_2045;Hard_coal_2050;Brown_coal_2020;Brown_coal_2025;Brown_coal_2030;Brown_coal_2035;Brown_coal_2040;Brown_coal_2045;Brown_coal_2050
6919;111,828;0,056972;33,39659082;37,994;93,19;0,07551;34,00303803;34,54;78,5163;0,0923;29,305;26,3071;0;0,1305;33,3486;25,4514;0;0,1425;31,4004;25,8036;60,517;0,1527;30,1504;26,9401;0;0,1624;28,9428;27,9332;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6920;107,412;0,056972;33,39659082;37,994;89,51;0,07551;34,00303803;34,54;62,7803;0,0923;29,3051;26,3071;0;0,1305;33,3485;25,4513;0;0,1425;31,4003;25,8037;38,1605;0,1527;30,1503;26,9401;0;0,1624;28,9428;27,9332;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6921;101,328;0,056972;33,39659082;37,994;84,44;0,07551;34,00303803;34,54;53,9618;0,0923;29,3052;26,3071;0;0,1305;33,3485;25,4513;0;0,1425;31,4003;25,8037;26,7123;0,1527;30,1503;26,9401;0;0,1624;28,9428;27,9331;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6922;100,416;0,056972;33,39659082;37,994;83,68;0,07551;34,00303803;34,54;41,4827;0,0923;29,3052;26,307;0;0,1305;33,3485;25,4513;0;0,1425;31,4003;25,8037;53,1636;0,1527;30,1503;26,9402;0;0,1624;28,9427;27,9331;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6923;100,008;0,056972;33,39659082;37,994;83,34;0,07551;34,00303803;34,54;41,4827;0,0923;29,3053;26,307;0;0,1305;33,3484;25,4512;0;0,1425;31,4002;25,8037;47,2565;0,1527;30,1502;26,9402;0;0,1624;28,9427;27,9331;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6924;100,008;0,056972;33,39659082;37,994;83,34;0,07551;34,00303803;34,54;46,8979;0,0923;29,3054;26,307;0;0,1305;33,3484;25,4512;0;0,1425;31,4002;25,8038;53,1636;0,1527;30,1502;26,9402;0;0,1624;28,9427;27,9331;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6925;100,332;0,056972;33,39659082;37,994;83,61;0,07551;34,00303803;34,54;46,8979;0,0923;29,3054;26,307;0;0,1305;33,3483;25,4512;0;0,1425;31,4002;25,8038;53,1636;0,1527;30,1502;26,9402;0;0,1624;28,9427;27,933;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6926;100,332;0,056972;33,39659082;37,994;83,61;0,07551;34,00303803;34,54;48,8838;0,0923;29,3055;26,307;0;0,1305;33,3483;25,4512;0;0,1425;31,4002;25,8038;53,1636;0,1527;30,1502;26,9403;60,0955;0,1624;28,9427;27,933;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6927;102,516;0,056972;33,39659082;37,994;85,43;0,07551;34,00303803;34,54;62,7803;0,0923;29,3056;26,3069;0;0,1305;33,3482;25,4511;23,7813;0,1425;31,4001;25,8038;49,6086;0,1527;30,1501;26,9403;60,0955;0,1624;28,9427;27,933;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6928;104,196;0,056972;33,39659082;37,994;86,83;0,07551;34,00303803;34,54;66,4145;0,0923;29,3057;26,3069;0;0,1305;33,3482;25,4511;36,4965;0,1425;31,4001;25,8039;53,1636;0,1527;30,1501;26,9403;58,8671;0,1624;28,9427;27,933;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6929;109,98;0,056972;33,39659082;37,994;91,65;0,07551;34,00303803;34,54;79,0512;0,0923;29,3057;26,3069;0;0,1305;33,3481;25,4511;47,6301;0,1425;31,4001;25,8039;53,1636;0,1527;30,1501;26,9403;0;0,1624;28,9426;27,933;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6930;109,944;0,056972;33,39659082;37,994;91,62;0,07551;34,00303803;34,54;80,0857;0,0923;29,3058;26,3069;38,7609;0,1305;33,3481;25,4511;41,0585;0,1425;31,4001;25,8039;59,0706;0,1527;30,15;26,9404;66,7728;0,1625;28,9426;27,9329;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6931;107,784;0,056972;33,39659082;37,994;89,82;0,07551;34,00303803;34,54;80,0857;0,0923;29,3059;26,3069;34,8848;0,1305;33,3481;25,451;41,0585;0,1425;31,4;25,8039;61,0568;0,1527;30,15;26,9404;66,7728;0,1625;28,9426;27,9329;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6932;105,648;0,056972;33,39659082;37,994;88,04;0,07551;34,00303803;34,54;78,9466;0,0923;29,3059;26,3068;38,7609;0,1305;33,348;25,451;50,1827;0,1425;31,4;25,804;53,1636;0,1527;30,15;26,9404;60,0955;0,1625;28,9426;27,9329;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6933;104,196;0,056972;33,39659082;37,994;86,83;0,07551;34,00303803;34,54;78,9466;0,0923;29,306;26,3068;38,7609;0,1305;33,348;25,451;50,1827;0,1425;31,4;25,804;59,0706;0,1527;30,15;26,9404;66,7728;0,1625;28,9426;27,9329;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6934;104,196;0,056972;33,39659082;37,994;86,83;0,07551;34,00303803;34,54;79,6379;0,0923;29,3061;26,3068;38,7609;0,1305;33,3479;25,4509;45,6206;0,1425;31,3999;25,804;61,0568;0,1527;30,1499;26,9405;45,2824;0,1625;28,9426;27,9328;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6935;105,504;0,056972;33,39659082;37,994;87,92;0,07551;34,00303803;34,54;78,5163;0,0923;29,3061;26,3068;42,8747;0,1305;33,3479;25,4509;45,6206;0,1425;31,3999;25,804;75,7576;0,1527;30,1499;26,9405;60,0955;0,1625;28,9426;27,9328;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6936;105,576;0,056972;33,39659082;37,994;87,98;0,07551;34,00303803;34,54;82,1609;0,0923;29,3062;26,3068;0;0,1305;33,3478;25,4509;46,4777;0,1425;31,3999;25,8041;102,8912;0,1527;30,1499;26,9405;108,0733;0,1625;28,9425;27,9328;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6937;105,72;0,056972;33,39659082;37,994;88,1;0,07551;34,00303803;34,54;82,3952;0,0923;29,3063;26,3068;0;0,1305;33,3478;25,4509;61,0779;0,1425;31,3999;25,8041;99,7601;0,1527;30,1499;26,9405;108,0733;0,1625;28,9425;27,9328;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6938;93,31;0,056972;33,39659082;37,994;89,88;0,07551;34,00303803;34,54;82,3952;0,0923;29,3063;26,3067;0;0,1305;33,3477;25,4508;61,0779;0,1425;31,3998;25,8041;102,8912;0,1527;30,1498;26,9406;108,0733;0,1625;28,9425;27,9328;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6939;96,718;0,056972;33,39659082;37,994;92,72;0,07551;34,00303803;34,54;84,9155;0,0923;29,3064;26,3067;40,1786;0,1305;33,3477;25,4508;61,0779;0,1425;31,3998;25,8042;102,8912;0,1527;30,1498;26,9406;109,8101;0,1625;28,9425;27,9327;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6940;98,662;0,056972;33,39659082;37,994;94,34;0,07551;34,00303803;34,54;85,1358;0,0924;29,3065;26,3067;40,1786;0,1305;33,3477;25,4508;80,6374;0,1425;31,3998;25,8042;102,8912;0,1527;30,1498;26,9406;110,7752;0,1625;28,9425;27,9327;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6941;103,894;0,056972;33,39659082;37,994;98,7;0,07551;34,00303803;34,54;87,3527;0,0924;29,3066;26,3067;69,1585;0,1305;33,3476;25,4508;88,441;0,1425;31,3997;25,8042;105,3198;0,1527;30,1497;26,9406;110,7752;0,1625;28,9425;27,9327;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6942;108,026;0,056972;33,39659082;37,994;103,78;0,07551;34,00303803;34,54;88,5065;0,0924;29,3066;26,3067;75,7576;0,1305;33,3476;25,4507;80,7101;0,1425;31,3997;25,8042;105,3198;0,1527;30,1497;26,9407;110,7752;0,1625;28,9425;27,9327;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6943;108,026;0,056972;33,39659082;37,994;103,78;0,07551;34,00303803;34,54;87,1817;0,0924;29,3067;26,3066;75,7576;0,1305;33,3475;25,4507;80,7101;0,1425;31,3997;25,8043;105,3198;0,1527;30,1497;26,9407;110,7752;0,1625;28,9424;27,9326;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6944;100,972;0,056972;33,39659082;37,994;99,7;0,07551;34,00303803;34,54;86,1654;0,0924;29,3068;26,3066;75,7576;0,1305;33,3475;25,4507;95,6854;0,1425;31,3997;25,8043;105,3198;0,1527;30,1497;26,9407;110,7752;0,1625;28,9424;27,9326;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6945;96,232;0,056972;33,39659082;37,994;95,75;0,07551;34,00303803;34,54;85,3709;0,0924;29,3068;26,3066;92,3155;0,1305;33,3474;25,4506;88,441;0,1425;31,3996;25,8043;105,3198;0,1527;30,1496;26,9407;110,7752;0,1625;28,9424;27,9326;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6946;96,436;0,056972;33,39659082;37,994;95,92;0,07551;34,00303803;34,54;86,0425;0,0924;29,3069;26,3066;91,1229;0,1305;33,3474;25,4506;95,6854;0,1425;31,3996;25,8043;105,3198;0,1527;30,1496;26,9408;110,7752;0,1625;28,9424;27,9326;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6947;96,288;0,056972;33,39659082;37,994;96;0,07551;34,00303803;34,54;86,5759;0,0924;29,307;26,3066;93,1492;0,1305;33,3473;25,4506;95,9691;0,1425;31,3996;25,8044;105,3198;0,1527;30,1496;26,9408;110,7752;0,1625;28,9424;27,9326;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6948;95,492;0,056972;33,39659082;37,994;95,63;0,07551;34,00303803;34,54;86,5807;0,0924;29,307;26,3065;94,1623;0,1305;33,3473;25,4506;99,52;0,1425;31,3995;25,8044;105,3198;0,1527;30,1495;26,9408;111,0152;0,1625;28,9424;27,9325;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6949;95,996;0,056972;33,39659082;37,994;96,05;0,07551;34,00303803;34,54;87,609;0,0924;29,3071;26,3065;96,9535;0,1305;33,3472;25,4505;99,52;0,1425;31,3995;25,8044;107,1049;0,1527;30,1495;26,9408;110,7752;0,1625;28,9424;27,9325;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6950;98,732;0,056972;33,39659082;37,994;98,59;0,07551;34,00303803;34,54;87,609;0,0924;29,3072;26,3065;97,7529;0,1305;33,3472;25,4505;99,52;0,1425;31,3995;25,8044;107,1049;0,1527;30,1495;26,9409;112,6527;0,1625;28,9424;27,9325;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6951;107,224;0,056972;33,39659082;37,994;105,81;0,07551;34,00303803;34,54;91,3244;0,0924;29,3073;26,3065;99,8988;0,1305;33,3472;25,4505;101,2067;0,1425;31,3995;25,8045;108,9515;0,1527;30,1495;26,9409;113,9594;0,1625;28,9423;27,9325;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6952;115,736;0,056972;33,39659082;37,994;113,28;0,07551;34,00303803;34,54;98,4904;0,0924;29,3073;26,3065;101,0598;0,1305;33,3471;25,4505;101,7904;0,1425;31,3994;25,8045;109,0866;0,1527;30,1494;26,9409;112,9554;0,1625;28,9423;27,9324;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6953;126,552;0,056972;33,39659082;37,994;122,4;0,07551;34,00303803;34,54;95,8576;0,0924;29,3074;26,3065;101,0598;0,1305;33,3471;25,4504;101,2067;0,1425;31,3994;25,8045;109,6718;0,1527;30,1494;26,941;114,595;0,1625;28,9423;27,9324;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6954;113,22;0,056972;33,39659082;37,994;111,32;0,07551;34,00303803;34,54;95,8576;0,0924;29,3075;26,3064;101,0598;0,1305;33,347;25,4504;100,7453;0,1425;31,3994;25,8045;109,3698;0,1527;30,1494;26,941;114,595;0,1625;28,9423;27,9324;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6955;108,65;0,056972;33,39659082;37,994;107,74;0,07551;34,00303803;34,54;95,8576;0,0924;29,3075;26,3064;101,2441;0,1305;33,347;25,4504;101,4787;0,1425;31,3994;25,8046;109,0866;0,1527;30,1493;26,941;112,6527;0,1625;28,9423;27,9324;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6956;104,434;0,056972;33,39659082;37,994;104,43;0,07551;34,00303803;34,54;94,0036;0,0924;29,3076;26,3064;101,2441;0,1305;33,3469;25,4503;100,3423;0,1425;31,3993;25,8046;109,0866;0,1527;30,1493;26,941;114,595;0,1625;28,9423;27,9324;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6957;101,386;0,056972;33,39659082;37,994;101,89;0,07551;34,00303803;34,54;93,697;0,0924;29,3077;26,3064;101,0598;0,1305;33,3469;25,4503;101,2068;0,1425;31,3993;25,8046;107,1049;0,1527;30,1493;26,9411;112,6527;0,1625;28,9423;27,9323;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6958;98,306;0,056972;33,39659082;37,994;99,7;0,07551;34,00303803;34,54;92,54;0,0924;29,3077;26,3064;101,2262;0,1305;33,3468;25,4503;100,0201;0,1425;31,3993;25,8046;107,3927;0,1527;30,1493;26,9411;114,595;0,1625;28,9422;27,9323;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6959;96,4;0,056972;33,39659082;37,994;98,26;0,07551;34,00303803;34,54;92,54;0,0924;29,3078;26,3063;101,0598;0,1305;33,3468;25,4503;101,1342;0,1425;31,3992;25,8047;107,1049;0,1527;30,1492;26,9411;113,9594;0,1625;28,9422;27,9323;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6960;96,326;0,056972;33,39659082;37,994;98,05;0,07551;34,00303803;34,54;98,4991;0,0924;29,3079;26,3063;123,2553;0,1305;33,3468;25,4502;112,1994;0,1425;31,3992;25,8047;120,3715;0,1527;30,1492;26,9411;158,2503;0,1625;28,9422;27,9323;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6961;95,472;0,056972;33,39659082;37,994;97,51;0,07551;34,00303803;34,54;101,6543;0,0924;29,308;26,3063;123,2553;0,1305;33,3467;25,4502;112,5877;0,1425;31,3992;25,8047;120,3715;0,1527;30,1492;26,9412;153,6624;0,1625;28,9422;27,9322;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6962;96,148;0,056972;33,39659082;37,994;98,05;0,07551;34,00303803;34,54;101,6543;0,0924;29,308;26,3063;129,7024;0,1305;33,3467;25,4502;113,5062;0,1425;31,3992;25,8047;120,3715;0,1527;30,1491;26,9412;143,3502;0,1625;28,9422;27,9322;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6963;94,658;0,056972;33,39659082;37,994;97,09;0,07551;34,00303803;34,54;100,3233;0,0924;29,3081;26,3063;134,9939;0,1305;33,3466;25,4502;112,5877;0,1425;31,3991;25,8048;120,3715;0,1527;30,1491;26,9412;141,1311;0,1625;28,9422;27,9322;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6964;93,63;0,056972;33,39659082;37,994;98,05;0,07551;34,00303803;34,54;117,5211;0,0924;29,3082;26,3062;145,6442;0,1305;33,3466;25,4501;113,743;0,1425;31,3991;25,8048;137,3778;0,1527;30,1491;26,9412;156,7112;0,1625;28,9422;27,9322;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6965;90,868;0,056972;33,39659082;37,994;101,65;0,07551;34,00303803;34,54;117,5211;0,0924;29,3082;26,3062;145,0702;0,1305;33,3465;25,4501;116,5091;0,1425;31,3991;25,8048;139,4237;0,1527;30,1491;26,9413;144,4894;0,1625;28,9421;27,9321;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6966;94,528;0,056972;33,39659082;37,994;104,5;0,07551;34,00303803;34,54;117,5211;0,0924;29,3083;26,3062;145,0702;0,1305;33,3465;25,4501;116,5091;0,1425;31,399;25,8048;124,8382;0,1527;30,149;26,9413;158,2503;0,1625;28,9421;27,9321;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6967;99,884;0,056972;33,39659082;37,994;104,96;0,07551;34,00303803;34,54;115,5826;0,0924;29,3084;26,3062;145,6442;0,1305;33,3464;25,45;126,7956;0,1425;31,399;25,8049;137,3778;0,1527;30,149;26,9413;144,4894;0,1625;28,9421;27,9321;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
6968;100,876;0,056972;33,39659082;37,994;102,28;0,07551;34,00303803;34,54;116,5908;0,0924;29,3084;26,3062;135,8495;0,1305;33,3464;25,45;113,743;0,1425;31,399;25,8049;120,3715;0,1527;30,149;26,9413;126,6027;0,1625;28,9421;27,9321;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,359146442;5,359146442;5,359146442;10000000;10000000;10000000;10000000;8,743988086;8,743988086;8,743988086;10000000;10000000;10000000;10000000
