;('Biogas_feedin_existing_n', 'Gas_n');('Biogas_feedin_new_n', 'Gas_n');('Gas_n', 'Gas_demand_total_n');('Gas_n', 'Gas_storage_n');('Gas_n', 'GuD_n');('Gas_n', 'Material_demand_Gas_n');('Gas_n', 'excess_b_gas_n');('Gas_storage_n', 'Gas_n');('Hydrogen_feedin_n', 'Gas_n');('Import_Gas_n', 'Gas_n');('Methanisation_n', 'Gas_n')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-10-11 02:00:00;231,28;0,0;177,98;53,08;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 03:00:00;231,28;0,0;182,93;0,0;120,95;0,22;0,0;72,82;0,0;0,0;0,0
2030-10-11 04:00:00;231,28;0,0;199,84;0,0;120,95;0,22;0,0;89,74;0,0;0,0;0,0
2030-10-11 05:00:00;231,28;0,0;223,34;0,0;120,95;0,22;0,0;113,24;0,0;0,0;0,0
2030-10-11 06:00:00;231,28;0,0;249,43;0,0;120,95;0,22;0,0;139,33;0,0;0,0;0,0
2030-10-11 07:00:00;231,28;0,0;254,92;0,0;120,95;0,22;0,0;144,82;0,0;0,0;0,0
2030-10-11 08:00:00;231,28;0,0;251,68;0,0;120,95;0,22;0,0;141,57;0,0;0,0;0,0
2030-10-11 09:00:00;231,28;0,0;250,08;0,0;120,95;0,22;0,0;139,98;0,0;0,0;0,0
2030-10-11 10:00:00;231,28;0,0;242,97;0,0;120,95;0,22;0,0;132,87;0,0;0,0;0,0
2030-10-11 11:00:00;231,28;0,0;230,81;0,0;120,95;0,22;0,0;120,71;0,0;0,0;0,0
2030-10-11 12:00:00;231,28;0,0;222,13;0,0;8,93;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 13:00:00;231,28;0,0;219,3;0,0;11,76;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 14:00:00;231,28;0,0;220,27;0,0;10,79;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 15:00:00;231,28;0,0;212,94;18,12;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 16:00:00;231,28;0,0;204,99;0,0;26,06;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 17:00:00;231,28;0,0;196,91;0,0;34,14;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 18:00:00;231,28;0,0;191,82;0,0;39,24;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 19:00:00;231,28;0,0;189,13;0,0;41,92;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 20:00:00;231,28;0,0;187,83;0,0;43,23;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 21:00:00;231,28;0,0;184,85;15,74;30,46;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 22:00:00;231,28;0,0;180,87;50,19;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-11 23:00:00;231,28;0,0;182,23;0,0;48,83;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-12 00:00:00;231,28;0,0;185,61;0,0;120,95;0,22;0,0;75,5;0,0;0,0;0,0
2030-10-12 01:00:00;231,28;0,0;189,88;0,0;120,95;0,22;0,0;79,78;0,0;0,0;0,0
2030-10-12 02:00:00;231,28;0,0;198,99;0,0;65,73;0,22;0,0;33,65;0,0;0,0;0,0
2030-10-12 03:00:00;231,28;0,0;207,13;0,0;23,93;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-12 04:00:00;231,28;0,0;227,24;0,0;120,95;0,22;0,0;117,14;0,0;0,0;0,0
2030-10-12 05:00:00;231,28;0,0;251,93;0,0;120,95;0,22;0,0;141,83;0,0;0,0;0,0
2030-10-12 06:00:00;231,28;0,0;278,39;0,0;83,11;0,22;0,0;130,44;0,0;0,0;0,0
2030-10-12 07:00:00;231,28;0,0;281,99;0,0;0,0;0,22;0,0;50,93;0,0;0,0;0,0
2030-10-12 08:00:00;231,28;0,0;275,4;0,0;120,95;0,22;0,0;165,29;0,0;0,0;0,0
2030-10-12 09:00:00;231,28;0,0;267,39;0,0;0,0;0,22;0,0;36,33;0,0;0,0;0,0
2030-10-12 10:00:00;231,28;0,0;256,39;0,0;0,0;0,22;0,0;25,33;0,0;0,0;0,0
2030-10-12 11:00:00;231,28;0,0;247,09;0,0;120,95;0,22;0,0;136,98;0,0;0,0;0,0
2030-10-12 12:00:00;231,28;0,0;240,3;0,0;120,95;0,22;0,0;130,19;0,0;0,0;0,0
2030-10-12 13:00:00;231,28;0,0;232,39;0,0;120,95;0,22;0,0;122,29;0,0;0,0;0,0
2030-10-12 14:00:00;231,28;0,0;227,67;0,0;120,95;0,22;0,0;117,56;0,0;0,0;0,0
2030-10-12 15:00:00;231,28;0,0;220,0;0,0;120,95;0,22;0,0;109,89;0,0;0,0;0,0
2030-10-12 16:00:00;231,28;0,0;219,4;0,0;120,95;0,22;0,0;109,3;0,0;0,0;0,0
2030-10-12 17:00:00;231,28;0,0;215,46;0,0;120,95;0,22;0,0;105,35;0,0;0,0;0,0
2030-10-12 18:00:00;231,28;0,0;212,21;0,0;120,95;0,22;0,0;102,1;0,0;0,0;0,0
2030-10-12 19:00:00;231,28;0,0;211,42;0,0;120,95;0,22;0,0;101,31;0,0;0,0;0,0
2030-10-12 20:00:00;231,28;0,0;212,38;0,0;120,95;0,22;0,0;102,28;0,0;0,0;0,0
2030-10-12 21:00:00;231,28;0,0;212,92;0,0;120,95;0,22;0,0;102,82;0,0;0,0;0,0
2030-10-12 22:00:00;231,28;0,0;209,42;0,0;120,95;0,22;0,0;99,31;0,0;0,0;0,0
2030-10-12 23:00:00;231,28;0,0;215,65;0,0;120,95;0,22;0,0;105,54;0,0;0,0;0,0
2030-10-13 00:00:00;231,28;0,0;221,13;0,0;120,95;0,22;0,0;111,03;0,0;0,0;0,0
2030-10-13 01:00:00;231,28;0,0;226,24;0,0;120,95;0,22;0,0;116,13;0,0;0,0;0,0
2030-10-13 02:00:00;231,28;0,0;236,17;0,0;120,95;0,22;0,0;126,06;0,0;0,0;0,0
2030-10-13 03:00:00;231,28;0,0;244,18;0,0;120,95;0,22;0,0;134,07;0,0;0,0;0,0
2030-10-13 04:00:00;231,28;0,0;264,66;0,0;120,95;0,22;0,0;154,56;0,0;0,0;0,0
2030-10-13 05:00:00;231,28;0,0;290,28;0,0;120,95;0,22;0,0;180,17;0,0;0,0;0,0
2030-10-13 06:00:00;231,28;0,0;317,6;0,0;120,95;0,22;0,0;207,49;0,0;0,0;0,0
2030-10-13 07:00:00;231,28;0,0;315,68;0,0;120,95;0,22;0,0;205,58;0,0;0,0;0,0
2030-10-13 08:00:00;231,28;0,0;300,26;0,0;120,95;0,22;0,0;190,16;0,0;0,0;0,0
2030-10-13 09:00:00;231,28;0,0;282,27;0,0;120,95;0,22;0,0;172,17;0,0;0,0;0,0
2030-10-13 10:00:00;231,28;0,0;262,86;0,0;120,95;0,22;0,0;152,75;0,0;0,0;0,0
2030-10-13 11:00:00;231,28;0,0;244,4;0,0;120,95;0,22;0,0;134,29;0,0;0,0;0,0
2030-10-13 12:00:00;231,28;0,0;229,33;0,0;120,95;0,22;0,0;119,22;0,0;0,0;0,0
2030-10-13 13:00:00;231,28;0,0;218,65;0,0;120,95;0,22;0,0;108,55;0,0;0,0;0,0
2030-10-13 14:00:00;231,28;0,0;212,39;0,0;120,95;0,22;0,0;102,28;0,0;0,0;0,0
2030-10-13 15:00:00;231,28;0,0;206,6;0,0;120,95;0,22;0,0;96,49;0,0;0,0;0,0
2030-10-13 16:00:00;231,28;0,0;209,74;0,0;120,95;0,22;0,0;99,64;0,0;0,0;0,0
2030-10-13 17:00:00;231,28;0,0;210,59;0,0;120,95;0,22;0,0;100,48;0,0;0,0;0,0
2030-10-13 18:00:00;231,28;0,0;206,38;0,0;120,95;0,22;0,0;96,27;0,0;0,0;0,0
2030-10-13 19:00:00;231,28;0,0;204,88;0,0;120,95;0,22;0,0;94,78;0,0;0,0;0,0
2030-10-13 20:00:00;231,28;0,0;203,88;0,0;120,95;0,22;0,0;93,77;0,0;0,0;0,0
2030-10-13 21:00:00;231,28;0,0;201,6;0,0;120,95;0,22;0,0;91,5;0,0;0,0;0,0
2030-10-13 22:00:00;231,28;0,0;195,48;0,0;120,95;0,22;0,0;85,38;0,0;0,0;0,0
2030-10-13 23:00:00;231,28;0,0;199,03;0,0;120,95;0,22;0,0;88,92;0,0;0,0;0,0
2030-10-14 00:00:00;231,28;0,0;203,26;0,0;120,95;0,22;0,0;93,15;0,0;0,0;0,0
2030-10-14 01:00:00;231,28;0,0;203,71;0,0;120,95;0,22;0,0;93,6;0,0;0,0;0,0
2030-10-14 02:00:00;231,28;0,0;209,7;0,0;120,95;0,22;0,0;99,6;0,0;0,0;0,0
2030-10-14 03:00:00;231,28;0,0;215,2;0,0;120,95;0,22;0,0;105,09;0,0;0,0;0,0
2030-10-14 04:00:00;231,28;0,0;231,9;0,0;120,95;0,22;0,0;121,79;0,0;0,0;0,0
2030-10-14 05:00:00;231,28;0,0;256,57;0,0;120,95;0,22;0,0;146,46;0,0;0,0;0,0
2030-10-14 06:00:00;231,28;0,0;285,71;0,0;120,95;0,22;0,0;175,6;0,0;0,0;0,0
2030-10-14 07:00:00;231,28;0,0;292,05;0,0;120,95;0,22;0,0;181,94;0,0;0,0;0,0
2030-10-14 08:00:00;231,28;0,0;290,5;0,0;120,95;0,22;0,0;180,39;0,0;0,0;0,0
2030-10-14 09:00:00;231,28;0,0;290,67;0,0;120,95;0,22;0,0;180,57;0,0;0,0;0,0
2030-10-14 10:00:00;231,28;0,0;284,58;0,0;120,95;0,22;0,0;174,47;0,0;0,0;0,0
2030-10-14 11:00:00;231,28;0,0;274,05;0,0;120,95;0,22;0,0;163,94;0,0;0,0;0,0
2030-10-14 12:00:00;231,28;0,0;266,35;0,0;120,95;0,22;0,0;156,24;0,0;0,0;0,0
2030-10-14 13:00:00;231,28;0,0;247,63;0,0;120,95;0,22;0,0;137,52;0,0;0,0;0,0
2030-10-14 14:00:00;231,28;0,0;236,51;0,0;120,95;0,22;0,0;126,4;0,0;0,0;0,0
2030-10-14 15:00:00;231,28;0,0;221,72;0,0;120,95;0,22;0,0;111,62;0,0;0,0;0,0
2030-10-14 16:00:00;231,28;0,0;210,34;0,0;120,95;0,22;0,0;100,23;0,0;0,0;0,0
2030-10-14 17:00:00;231,28;0,0;203,69;0,0;120,95;0,22;0,0;93,59;0,0;0,0;0,0
2030-10-14 18:00:00;231,28;0,0;199,08;0,0;120,95;0,22;0,0;88,98;0,0;0,0;0,0
2030-10-14 19:00:00;231,28;0,0;197,03;0,0;120,95;0,22;0,0;86,92;0,0;0,0;0,0
2030-10-14 20:00:00;231,28;0,0;195,74;0,0;120,95;0,22;0,0;85,63;0,0;0,0;0,0
2030-10-14 21:00:00;231,28;0,0;193,88;0,0;120,95;0,22;0,0;83,78;0,0;0,0;0,0
2030-10-14 22:00:00;231,28;0,0;188,08;0,0;120,95;0,22;0,0;77,97;0,0;0,0;0,0
2030-10-14 23:00:00;231,28;0,0;192,45;0,0;120,95;0,22;0,0;82,35;0,0;0,0;0,0
2030-10-15 00:00:00;231,28;0,0;171,66;0,0;120,95;0,22;0,0;61,56;0,0;0,0;0,0
2030-10-15 01:00:00;231,28;0,0;174,23;0,0;56,83;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 02:00:00;231,28;0,0;186,29;0,0;44,77;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 03:00:00;231,28;0,0;190,13;0,0;40,93;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 04:00:00;231,28;0,0;197,97;0,0;33,09;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 05:00:00;231,28;0,0;205,9;0,0;25,16;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 06:00:00;231,28;0,0;211,69;0,0;19,37;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 07:00:00;231,28;0,0;216,83;0,0;14,23;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 08:00:00;231,28;0,0;223,45;0,0;120,95;0,22;0,0;113,34;0,0;0,0;0,0
2030-10-15 09:00:00;231,28;0,0;226,44;0,0;4,62;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 10:00:00;231,28;0,0;226,86;4,2;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 11:00:00;231,28;0,0;214,28;16,78;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 12:00:00;231,28;0,0;202,89;0,0;28,17;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 13:00:00;231,28;0,0;194,14;0,0;50,4;0,22;0,0;13,48;0,0;0,0;0,0
2030-10-15 14:00:00;231,28;0,0;194,02;0,0;37,04;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 15:00:00;231,28;0,0;189,38;0,0;41,68;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 16:00:00;231,28;0,0;184,2;46,86;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 17:00:00;231,28;0,0;180,47;50,59;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 18:00:00;231,28;0,0;181,48;49,58;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 19:00:00;231,28;0,0;185,85;0,0;45,21;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 20:00:00;231,28;0,0;188,67;0,0;42,38;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-15 21:00:00;231,28;0,0;192,03;0,0;120,95;0,22;0,0;81,93;0,0;0,0;0,0
2030-10-15 22:00:00;231,28;0,0;196,0;0,0;120,95;0,22;0,0;85,89;0,0;0,0;0,0
2030-10-15 23:00:00;231,28;0,0;201,03;0,0;120,95;0,22;0,0;90,93;0,0;0,0;0,0
2030-10-16 00:00:00;231,28;0,0;210,96;0,0;20,1;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 01:00:00;231,28;0,0;216,34;0,0;58,44;0,22;0,0;43,72;0,0;0,0;0,0
2030-10-16 02:00:00;231,28;0,0;224,85;0,0;65,45;0,22;0,0;59,24;0,0;0,0;0,0
2030-10-16 03:00:00;231,28;0,0;230,89;0,0;120,95;0,22;0,0;120,79;0,0;0,0;0,0
2030-10-16 04:00:00;231,28;0,0;243,7;0,0;0,0;0,22;0,0;12,64;0,0;0,0;0,0
2030-10-16 05:00:00;231,28;0,0;251,69;0,0;0,0;0,22;0,0;20,63;0,0;0,0;0,0
2030-10-16 06:00:00;231,28;0,0;239,0;0,0;0,0;0,22;0,0;7,94;0,0;0,0;0,0
2030-10-16 07:00:00;231,28;0,0;239,66;0,0;0,0;0,22;0,0;8,6;0,0;0,0;0,0
2030-10-16 08:00:00;231,28;0,0;222,28;8,77;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 09:00:00;231,28;0,0;207,53;0,0;23,53;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 10:00:00;231,28;0,0;194,38;0,0;36,68;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 11:00:00;231,28;0,0;174,13;0,0;56,93;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 12:00:00;231,28;0,0;158,9;0,0;72,16;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 13:00:00;231,28;0,0;145,69;0,0;85,37;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 14:00:00;231,28;0,0;145,02;0,0;120,95;0,22;0,0;34,92;0,0;0,0;0,0
2030-10-16 15:00:00;231,28;0,0;142,79;0,0;120,95;0,22;0,0;32,68;0,0;0,0;0,0
2030-10-16 16:00:00;231,28;0,0;145,5;0,0;108,12;0,22;0,0;22,56;0,0;0,0;0,0
2030-10-16 17:00:00;231,28;0,0;157,79;0,0;73,26;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 18:00:00;231,28;0,0;164,1;0,0;66,96;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 19:00:00;231,28;0,0;168,09;0,0;62,97;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 20:00:00;231,28;0,0;171,03;0,0;60,03;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 21:00:00;231,28;0,0;177,56;0,0;53,5;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 22:00:00;231,28;0,0;180,93;0,0;50,13;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-16 23:00:00;231,28;0,0;188,93;0,0;42,13;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-17 00:00:00;231,28;0,0;218,72;0,0;12,34;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-17 01:00:00;231,28;0,0;220,48;0,0;10,57;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-17 02:00:00;231,28;0,0;228,19;0,0;2,86;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-17 03:00:00;231,28;0,0;234,63;0,0;0,0;0,22;0,0;3,58;0,0;0,0;0,0
2030-10-17 04:00:00;231,28;0,0;252,32;0,0;0,0;0,22;0,0;21,26;0,0;0,0;0,0
2030-10-17 05:00:00;231,28;0,0;278,95;0,0;0,0;0,22;0,0;47,89;0,0;0,0;0,0
2030-10-17 06:00:00;231,28;0,0;308,0;0,0;0,0;0,22;0,0;76,94;0,0;0,0;0,0
2030-10-17 07:00:00;231,28;0,0;316,15;0,0;0,0;0,22;0,0;85,09;0,0;0,0;0,0
2030-10-17 08:00:00;231,28;0,0;312,06;0,0;0,0;0,22;0,0;81,0;0,0;0,0;0,0
2030-10-17 09:00:00;231,28;0,0;313,09;0,0;0,0;0,22;0,0;82,03;0,0;0,0;0,0
2030-10-17 10:00:00;231,28;0,0;305,16;0,0;0,0;0,22;0,0;74,11;0,0;0,0;0,0
2030-10-17 11:00:00;231,28;0,0;287,92;0,0;0,0;0,22;0,0;56,86;0,0;0,0;0,0
2030-10-17 12:00:00;231,28;0,0;278,65;0,0;0,0;0,22;0,0;47,59;0,0;0,0;0,0
2030-10-17 13:00:00;231,28;0,0;265,67;0,0;0,0;0,22;0,0;34,61;0,0;0,0;0,0
2030-10-17 14:00:00;231,28;0,0;259,28;0,0;0,0;0,22;0,0;28,22;0,0;0,0;0,0
2030-10-17 15:00:00;231,28;0,0;247,35;0,0;0,0;0,22;0,0;16,29;0,0;0,0;0,0
2030-10-17 16:00:00;231,28;0,0;240,15;0,0;0,0;0,22;0,0;9,1;0,0;0,0;0,0
2030-10-17 17:00:00;231,28;0,0;233,34;0,0;0,0;0,22;0,0;2,29;0,0;0,0;0,0
2030-10-17 18:00:00;231,28;0,0;227,25;0,0;3,81;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-17 19:00:00;231,28;0,0;224,07;6,99;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-17 20:00:00;231,28;0,0;220,33;10,73;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-17 21:00:00;231,28;0,0;216,67;14,39;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-17 22:00:00;231,28;0,0;208,04;23,02;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-17 23:00:00;231,28;0,0;210,28;20,78;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-18 00:00:00;231,28;0,0;211,98;19,08;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-18 01:00:00;231,28;0,0;214,07;16,98;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-18 02:00:00;231,28;0,0;221,49;9,57;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-18 03:00:00;231,28;0,0;227,76;3,3;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-18 04:00:00;231,28;0,0;245,99;0,0;0,0;0,22;0,0;14,93;0,0;0,0;0,0
2030-10-18 05:00:00;231,28;0,0;272,19;0,0;0,0;0,22;0,0;41,13;0,0;0,0;0,0
2030-10-18 06:00:00;231,28;0,0;300,82;0,0;0,0;0,22;0,0;69,76;0,0;0,0;0,0
2030-10-18 07:00:00;231,28;0,0;307,45;0,0;0,0;0,22;0,0;76,39;0,0;0,0;0,0
2030-10-18 08:00:00;231,28;0,0;292,09;0,0;120,95;0,22;0,0;181,98;0,0;0,0;0,0
2030-10-18 09:00:00;231,28;0,0;285,5;0,0;120,95;0,22;0,0;175,4;0,0;0,0;0,0
2030-10-18 10:00:00;231,28;0,0;272,54;0,0;120,95;0,22;0,0;162,44;0,0;0,0;0,0
2030-10-18 11:00:00;231,28;0,0;245,78;0,0;120,95;0,22;0,0;135,67;0,0;0,0;0,0
2030-10-18 12:00:00;231,28;0,0;229,38;0,0;120,95;0,22;0,0;119,27;0,0;0,0;0,0
2030-10-18 13:00:00;231,28;0,0;217,94;0,0;120,95;0,22;0,0;107,84;0,0;0,0;0,0
2030-10-18 14:00:00;231,28;0,0;210,93;0,0;120,95;0,22;0,0;100,82;0,0;0,0;0,0
2030-10-18 15:00:00;231,28;0,0;198,41;0,0;120,95;0,22;0,0;88,3;0,0;0,0;0,0
2030-10-18 16:00:00;231,28;0,0;191,61;0,0;120,95;0,22;0,0;81,51;0,0;0,0;0,0
2030-10-18 17:00:00;231,28;0,0;190,0;0,0;120,95;0,22;0,0;79,89;0,0;0,0;0,0
2030-10-18 18:00:00;231,28;0,0;186,64;0,0;120,95;0,22;0,0;76,53;0,0;0,0;0,0
2030-10-18 19:00:00;231,28;0,0;185,61;0,0;120,95;0,22;0,0;75,51;0,0;0,0;0,0
2030-10-18 20:00:00;231,28;0,0;184,9;0,0;120,95;0,22;0,0;74,8;0,0;0,0;0,0
2030-10-18 21:00:00;231,28;0,0;183,59;0,0;120,95;0,22;0,0;73,48;0,0;0,0;0,0
2030-10-18 22:00:00;231,28;0,0;178,07;0,0;120,95;0,22;0,0;67,97;0,0;0,0;0,0
2030-10-18 23:00:00;231,28;0,0;182,73;0,0;120,95;0,22;0,0;72,63;0,0;0,0;0,0
2030-10-19 00:00:00;231,28;0,0;186,44;0,0;120,95;0,22;0,0;76,33;0,0;0,0;0,0
2030-10-19 01:00:00;231,28;0,0;190,76;0,0;120,95;0,22;0,0;80,65;0,0;0,0;0,0
2030-10-19 02:00:00;231,28;0,0;200,23;0,0;120,95;0,22;0,0;90,13;0,0;0,0;0,0
2030-10-19 03:00:00;231,28;0,0;208,04;0,0;120,95;0,22;0,0;97,93;0,0;0,0;0,0
2030-10-19 04:00:00;231,28;0,0;227,71;0,0;120,95;0,22;0,0;117,6;0,0;0,0;0,0
2030-10-19 05:00:00;231,28;0,0;254,68;0,0;120,95;0,22;0,0;144,57;0,0;0,0;0,0
2030-10-19 06:00:00;231,28;0,0;283,37;0,0;120,95;0,22;0,0;173,26;0,0;0,0;0,0
2030-10-19 07:00:00;231,28;0,0;279,41;0,0;0,0;0,22;0,0;48,35;0,0;0,0;0,0
2030-10-19 08:00:00;231,28;0,0;258,25;0,0;0,0;0,22;0,0;27,19;0,0;0,0;0,0
2030-10-19 09:00:00;231,28;0,0;233,37;0,0;0,0;0,22;0,0;2,31;0,0;0,0;0,0
2030-10-19 10:00:00;231,28;0,0;205,84;0,0;25,22;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-19 11:00:00;231,28;0,0;181,16;0,0;49,9;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-19 12:00:00;231,28;0,0;161,95;0,0;69,1;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-19 13:00:00;231,28;0,0;153,05;78,01;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-19 14:00:00;231,28;0,0;148,04;83,02;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-19 15:00:00;231,28;0,0;139,41;91,65;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-19 16:00:00;231,28;0,0;137,81;93,25;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-19 17:00:00;231,28;0,0;135,48;0,0;120,95;0,22;0,0;25,37;0,0;0,0;0,0
2030-10-19 18:00:00;231,28;0,0;136,08;0,0;120,95;0,22;0,0;25,98;0,0;0,0;0,0
2030-10-19 19:00:00;231,28;0,0;139,3;0,0;120,95;0,22;0,0;29,2;0,0;0,0;0,0
2030-10-19 20:00:00;231,28;0,0;143,24;0,0;120,95;0,22;0,0;33,13;0,0;0,0;0,0
2030-10-19 21:00:00;231,28;0,0;146,29;0,0;120,95;0,22;0,0;36,18;0,0;0,0;0,0
2030-10-19 22:00:00;231,28;0,0;145,1;0,0;120,95;0,22;0,0;35,0;0,0;0,0;0,0
2030-10-19 23:00:00;231,28;0,0;153,84;0,0;120,95;0,22;0,0;43,74;0,0;0,0;0,0
2030-10-20 00:00:00;231,28;0,0;162,0;0,0;120,95;0,22;0,0;51,9;0,0;0,0;0,0
2030-10-20 01:00:00;231,28;0,0;170,73;0,0;120,95;0,22;0,0;60,62;0,0;0,0;0,0
2030-10-20 02:00:00;231,28;0,0;184,58;0,0;120,95;0,22;0,0;74,48;0,0;0,0;0,0
2030-10-20 03:00:00;231,28;0,0;195,44;0,0;120,95;0,22;0,0;85,33;0,0;0,0;0,0
2030-10-20 04:00:00;231,28;0,0;217,98;0,0;120,95;0,22;0,0;107,88;0,0;0,0;0,0
2030-10-20 05:00:00;231,28;0,0;247,6;0,0;120,95;0,22;0,0;137,49;0,0;0,0;0,0
2030-10-20 06:00:00;231,28;0,0;277,47;0,0;120,95;0,22;0,0;167,36;0,0;0,0;0,0
2030-10-20 07:00:00;231,28;0,0;277,83;0,0;120,95;0,22;0,0;167,73;0,0;0,0;0,0
2030-10-20 08:00:00;231,28;0,0;260,31;0,0;120,95;0,22;0,0;150,2;0,0;0,0;0,0
2030-10-20 09:00:00;231,28;0,0;241,65;0,0;120,95;0,22;0,0;131,55;0,0;0,0;0,0
2030-10-20 10:00:00;231,28;0,0;223,52;0,0;120,95;0,22;0,0;113,42;0,0;0,0;0,0
2030-10-20 11:00:00;231,28;0,0;206,59;0,0;120,95;0,22;0,0;96,49;0,0;0,0;0,0
2030-10-20 12:00:00;231,28;0,0;192,46;0,0;120,95;0,22;0,0;82,35;0,0;0,0;0,0
2030-10-20 13:00:00;231,28;0,0;181,44;0,0;120,95;0,22;0,0;71,34;0,0;0,0;0,0
2030-10-20 14:00:00;231,28;0,0;175,19;0,0;120,95;0,22;0,0;65,09;0,0;0,0;0,0
2030-10-20 15:00:00;231,28;0,0;167,35;0,0;120,95;0,22;0,0;57,25;0,0;0,0;0,0
2030-10-20 16:00:00;231,28;0,0;171,75;0,0;120,95;0,22;0,0;61,65;0,0;0,0;0,0
2030-10-20 17:00:00;231,28;0,0;173,52;0,0;120,95;0,22;0,0;63,41;0,0;0,0;0,0
2030-10-20 18:00:00;231,28;0,0;171,65;0,0;120,95;0,22;0,0;61,54;0,0;0,0;0,0
2030-10-20 19:00:00;231,28;0,0;172,49;0,0;120,95;0,22;0,0;62,38;0,0;0,0;0,0
2030-10-20 20:00:00;231,28;0,0;173,14;0,0;120,95;0,22;0,0;63,03;0,0;0,0;0,0
2030-10-20 21:00:00;231,28;0,0;173,51;57,55;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-20 22:00:00;231,28;0,0;169,08;61,98;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-20 23:00:00;231,28;0,0;174,55;56,51;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-21 00:00:00;231,28;0,0;183,42;47,64;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-21 01:00:00;231,28;0,0;186,71;44,35;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-10-21 02:00:00;231,28;0,0;194,97;36,09;0,0;0,22;0,0;0,0;0,0;0,0;0,0
