;('Import_Oil_n', 'Oil_fuel_n');('Import_Synthetic_fuel_n', 'Oil_fuel_n');('Oil_fuel_n', 'Material_demand_Oil_n');('Oil_fuel_n', 'Mobility_demand_total_n');('Oil_fuel_n', 'Oil_demand_total_n');('Oil_fuel_n', 'excess_b_oil_fuel_n');('PtL_n', 'Oil_fuel_n')
;flow;flow;flow;flow;flow;flow;flow
2030-10-23 23:00:00;289,67;0,0;15,8;265,84;8,03;0,0;0,0
2030-10-24 00:00:00;289,8;0,0;15,8;265,84;8,16;0,0;0,0
2030-10-24 01:00:00;290,71;0,0;15,8;265,84;9,06;0,0;0,0
2030-10-24 02:00:00;291,48;0,0;15,8;265,84;9,84;0,0;0,0
2030-10-24 03:00:00;291,92;0,0;15,8;265,84;10,28;0,0;0,0
2030-10-24 04:00:00;292,51;0,0;15,8;265,84;10,86;0,0;0,0
2030-10-24 05:00:00;292,91;0,0;15,8;265,84;11,27;0,0;0,0
2030-10-24 06:00:00;293,29;0,0;15,8;265,84;11,65;0,0;0,0
2030-10-24 07:00:00;293,42;0,0;15,8;265,84;11,78;0,0;0,0
2030-10-24 08:00:00;294,13;0,0;15,8;265,84;12,49;0,0;0,0
2030-10-24 09:00:00;294,58;0,0;15,8;265,84;12,93;0,0;0,0
2030-10-24 10:00:00;294,4;0,0;15,8;265,84;12,75;0,0;0,0
2030-10-24 11:00:00;293,01;0,0;15,8;265,84;11,37;0,0;0,0
2030-10-24 12:00:00;292,19;0,0;15,8;265,84;10,55;0,0;0,0
2030-10-24 13:00:00;289,66;0,0;15,8;265,84;8,01;0,0;0,0
2030-10-24 14:00:00;288,13;0,0;15,8;265,84;6,49;0,0;0,0
2030-10-24 15:00:00;287,04;0,0;15,8;265,84;5,39;0,0;0,0
2030-10-24 16:00:00;285,52;0,0;15,8;265,84;3,88;0,0;0,0
2030-10-24 17:00:00;286,16;0,0;15,8;265,84;4,52;0,0;0,0
2030-10-24 18:00:00;286,93;0,0;15,8;265,84;5,28;0,0;0,0
2030-10-24 19:00:00;287,81;0,0;15,8;265,84;6,17;0,0;0,0
2030-10-24 20:00:00;288,62;0,0;15,8;265,84;6,98;0,0;0,0
2030-10-24 21:00:00;289,66;0,0;15,8;265,84;8,02;0,0;0,0
2030-10-24 22:00:00;290,59;0,0;15,8;265,84;8,95;0,0;0,0
2030-10-24 23:00:00;291,73;0,0;15,8;265,84;10,09;0,0;0,0
2030-10-25 00:00:00;293,09;0,0;15,8;265,84;11,44;0,0;0,0
2030-10-25 01:00:00;294,33;0,0;15,8;265,84;12,69;0,0;0,0
2030-10-25 02:00:00;295,77;0,0;15,8;265,84;14,13;0,0;0,0
2030-10-25 03:00:00;296,57;0,0;15,8;265,84;14,93;0,0;0,0
2030-10-25 04:00:00;297,49;0,0;15,8;265,84;15,85;0,0;0,0
2030-10-25 05:00:00;298,23;0,0;15,8;265,84;16,58;0,0;0,0
2030-10-25 06:00:00;298,93;0,0;15,8;265,84;17,28;0,0;0,0
2030-10-25 07:00:00;299,2;0,0;15,8;265,84;17,55;0,0;0,0
2030-10-25 08:00:00;299,33;0,0;15,8;265,84;17,69;0,0;0,0
2030-10-25 09:00:00;299,96;0,0;15,8;265,84;18,32;0,0;0,0
2030-10-25 10:00:00;299,81;0,0;15,8;265,84;18,17;0,0;0,0
2030-10-25 11:00:00;298,11;0,0;15,8;265,84;16,46;0,0;0,0
2030-10-25 12:00:00;297,09;0,0;15,8;265,84;15,45;0,0;0,0
2030-10-25 13:00:00;294,37;0,0;15,8;265,84;12,72;0,0;0,0
2030-10-25 14:00:00;293,08;0,0;15,8;265,84;11,43;0,0;0,0
2030-10-25 15:00:00;292,1;0,0;15,8;265,84;10,46;0,0;0,0
2030-10-25 16:00:00;291,66;0,0;15,8;265,84;10,01;0,0;0,0
2030-10-25 17:00:00;292,12;0,0;15,8;265,84;10,48;0,0;0,0
2030-10-25 18:00:00;293,14;0,0;15,8;265,84;11,49;0,0;0,0
2030-10-25 19:00:00;294,28;0,0;15,8;265,84;12,63;0,0;0,0
2030-10-25 20:00:00;295,34;0,0;15,8;265,84;13,7;0,0;0,0
2030-10-25 21:00:00;296,64;0,0;15,8;265,84;15,0;0,0;0,0
2030-10-25 22:00:00;297,84;0,0;15,8;265,84;16,2;0,0;0,0
2030-10-25 23:00:00;299,24;0,0;15,8;265,84;17,6;0,0;0,0
2030-10-26 00:00:00;300,53;0,0;15,8;265,84;18,88;0,0;0,0
2030-10-26 01:00:00;302,0;0,0;15,8;265,84;20,36;0,0;0,0
2030-10-26 02:00:00;303,34;0,0;15,8;265,84;21,69;0,0;0,0
2030-10-26 03:00:00;304,34;0,0;15,8;265,84;22,7;0,0;0,0
2030-10-26 04:00:00;305,31;0,0;15,8;265,84;23,67;0,0;0,0
2030-10-26 05:00:00;306,08;0,0;15,8;265,84;24,44;0,0;0,0
2030-10-26 06:00:00;306,81;0,0;15,8;265,84;25,17;0,0;0,0
2030-10-26 07:00:00;306,31;0,0;15,8;265,84;24,67;0,0;0,0
2030-10-26 08:00:00;304,05;0,0;15,8;265,84;22,41;0,0;0,0
2030-10-26 09:00:00;300,92;0,0;15,8;265,84;19,27;0,0;0,0
2030-10-26 10:00:00;296,16;0,0;15,8;265,84;14,52;0,0;0,0
2030-10-26 11:00:00;293,03;0,0;15,8;265,84;11,38;0,0;0,0
2030-10-26 12:00:00;294,13;0,0;15,8;265,84;12,49;0,0;0,0
2030-10-26 13:00:00;293,4;0,0;15,8;265,84;11,75;0,0;0,0
2030-10-26 14:00:00;295,32;0,0;15,8;265,84;13,67;0,0;0,0
2030-10-26 15:00:00;296,92;0,0;15,8;265,84;15,27;0,0;0,0
2030-10-26 16:00:00;298,69;0,0;15,8;265,84;17,05;0,0;0,0
2030-10-26 17:00:00;299,06;0,0;15,8;265,84;17,42;0,0;0,0
2030-10-26 18:00:00;299,37;0,0;15,8;265,84;17,72;0,0;0,0
2030-10-26 19:00:00;299,78;0,0;15,8;265,84;18,14;0,0;0,0
2030-10-26 20:00:00;300,0;0,0;15,8;265,84;18,35;0,0;0,0
2030-10-26 21:00:00;300,17;0,0;15,8;265,84;18,53;0,0;0,0
2030-10-26 22:00:00;300,32;0,0;15,8;265,84;18,67;0,0;0,0
2030-10-26 23:00:00;300,6;0,0;15,8;265,84;18,96;0,0;0,0
2030-10-27 00:00:00;301,91;0,0;15,8;265,84;20,27;0,0;0,0
2030-10-27 01:00:00;300,95;0,0;15,8;265,84;19,3;0,0;0,0
2030-10-27 02:00:00;301,16;0,0;15,8;265,84;19,52;0,0;0,0
2030-10-27 03:00:00;301,05;0,0;15,8;265,84;19,41;0,0;0,0
2030-10-27 04:00:00;301,25;0,0;15,8;265,84;19,6;0,0;0,0
2030-10-27 05:00:00;301,12;0,0;15,8;265,84;19,48;0,0;0,0
2030-10-27 06:00:00;301,13;0,0;15,8;265,84;19,49;0,0;0,0
2030-10-27 07:00:00;300,97;0,0;15,8;265,84;19,33;0,0;0,0
2030-10-27 08:00:00;300,62;0,0;15,8;265,84;18,97;0,0;0,0
2030-10-27 09:00:00;299,88;0,0;15,8;265,84;18,24;0,0;0,0
2030-10-27 10:00:00;299,42;0,0;15,8;265,84;17,78;0,0;0,0
2030-10-27 11:00:00;298,94;0,0;15,8;265,84;17,3;0,0;0,0
2030-10-27 12:00:00;298,44;0,0;15,8;265,84;16,8;0,0;0,0
2030-10-27 13:00:00;298,28;0,0;15,8;265,84;16,64;0,0;0,0
2030-10-27 14:00:00;298,49;0,0;15,8;265,84;16,85;0,0;0,0
2030-10-27 15:00:00;298,59;0,0;15,8;265,84;16,95;0,0;0,0
2030-10-27 16:00:00;299,24;0,0;15,8;265,84;17,6;0,0;0,0
2030-10-27 17:00:00;298,62;0,0;15,8;265,84;16,97;0,0;0,0
2030-10-27 18:00:00;298,24;0,0;15,8;265,84;16,59;0,0;0,0
2030-10-27 19:00:00;298,0;0,0;15,8;265,84;16,35;0,0;0,0
2030-10-27 20:00:00;297,58;0,0;15,8;265,84;15,93;0,0;0,0
2030-10-27 21:00:00;297,3;0,0;15,8;265,84;15,66;0,0;0,0
2030-10-27 22:00:00;297,2;0,0;15,8;265,84;15,55;0,0;0,0
2030-10-27 23:00:00;296,77;0,0;15,8;265,84;15,13;0,0;0,0
2030-10-28 00:00:00;296,49;0,0;15,8;265,84;14,85;0,0;0,0
2030-10-28 01:00:00;296,21;0,0;15,8;265,84;14,57;0,0;0,0
2030-10-28 02:00:00;295,94;0,0;15,8;265,84;14,29;0,0;0,0
2030-10-28 03:00:00;295,66;0,0;15,8;265,84;14,02;0,0;0,0
2030-10-28 04:00:00;295,55;0,0;15,8;265,84;13,91;0,0;0,0
2030-10-28 05:00:00;295,29;0,0;15,8;265,84;13,65;0,0;0,0
2030-10-28 06:00:00;295,2;0,0;15,8;265,84;13,56;0,0;0,0
2030-10-28 07:00:00;295,07;0,0;15,8;265,84;13,43;0,0;0,0
2030-10-28 08:00:00;294,2;0,0;15,8;265,84;12,56;0,0;0,0
2030-10-28 09:00:00;294,32;0,0;15,8;265,84;12,67;0,0;0,0
2030-10-28 10:00:00;293,18;0,0;15,8;265,84;11,54;0,0;0,0
2030-10-28 11:00:00;291,16;0,0;15,8;265,84;9,52;0,0;0,0
2030-10-28 12:00:00;289,54;0,0;15,8;265,84;7,9;0,0;0,0
2030-10-28 13:00:00;289,49;0,0;15,8;265,84;7,85;0,0;0,0
2030-10-28 14:00:00;290,31;0,0;15,8;265,84;8,66;0,0;0,0
2030-10-28 15:00:00;290,86;0,0;15,8;265,84;9,21;0,0;0,0
2030-10-28 16:00:00;289,65;0,0;15,8;265,84;8,0;0,0;0,0
2030-10-28 17:00:00;289,57;0,0;15,8;265,84;7,92;0,0;0,0
2030-10-28 18:00:00;289,63;0,0;15,8;265,84;7,99;0,0;0,0
2030-10-28 19:00:00;289,91;0,0;15,8;265,84;8,27;0,0;0,0
2030-10-28 20:00:00;290,24;0,0;15,8;265,84;8,6;0,0;0,0
2030-10-28 21:00:00;290,96;0,0;15,8;265,84;9,31;0,0;0,0
2030-10-28 22:00:00;290,72;0,0;15,8;265,84;9,08;0,0;0,0
2030-10-28 23:00:00;291,28;0,0;15,8;265,84;9,64;0,0;0,0
2030-10-29 00:00:00;291,38;0,0;15,8;265,84;9,74;0,0;0,0
2030-10-29 01:00:00;291,97;0,0;15,8;265,84;10,33;0,0;0,0
2030-10-29 02:00:00;292,44;0,0;15,8;265,84;10,79;0,0;0,0
2030-10-29 03:00:00;292,75;0,0;15,8;265,84;11,11;0,0;0,0
2030-10-29 04:00:00;293,23;0,0;15,8;265,84;11,58;0,0;0,0
2030-10-29 05:00:00;293,37;0,0;15,8;265,84;11,73;0,0;0,0
2030-10-29 06:00:00;293,67;0,0;15,8;265,84;12,02;0,0;0,0
2030-10-29 07:00:00;293,55;0,0;15,8;265,84;11,91;0,0;0,0
2030-10-29 08:00:00;291,72;0,0;15,8;265,84;10,07;0,0;0,0
2030-10-29 09:00:00;290,96;0,0;15,8;265,84;9,32;0,0;0,0
2030-10-29 10:00:00;288,8;0,0;15,8;265,84;7,16;0,0;0,0
2030-10-29 11:00:00;285,86;0,0;15,8;265,84;4,22;0,0;0,0
2030-10-29 12:00:00;284,22;0,0;15,8;265,84;2,58;0,0;0,0
2030-10-29 13:00:00;283,82;0,0;15,8;265,84;2,18;0,0;0,0
2030-10-29 14:00:00;284,45;0,0;15,8;265,84;2,81;0,0;0,0
2030-10-29 15:00:00;285,26;0,0;15,8;265,84;3,62;0,0;0,0
2030-10-29 16:00:00;284,87;0,0;15,8;265,84;3,22;0,0;0,0
2030-10-29 17:00:00;285,19;0,0;15,8;265,84;3,55;0,0;0,0
2030-10-29 18:00:00;285,87;0,0;15,8;265,84;4,23;0,0;0,0
2030-10-29 19:00:00;286,63;0,0;15,8;265,84;4,99;0,0;0,0
2030-10-29 20:00:00;287,46;0,0;15,8;265,84;5,81;0,0;0,0
2030-10-29 21:00:00;288,16;0,0;15,8;265,84;6,52;0,0;0,0
2030-10-29 22:00:00;289,07;0,0;15,8;265,84;7,42;0,0;0,0
2030-10-29 23:00:00;290,01;0,0;15,8;265,84;8,37;0,0;0,0
2030-10-30 00:00:00;290,98;0,0;15,8;265,84;9,34;0,0;0,0
2030-10-30 01:00:00;291,81;0,0;15,8;265,84;10,17;0,0;0,0
2030-10-30 02:00:00;292,64;0,0;15,8;265,84;10,99;0,0;0,0
2030-10-30 03:00:00;293,3;0,0;15,8;265,84;11,65;0,0;0,0
2030-10-30 04:00:00;293,93;0,0;15,8;265,84;12,29;0,0;0,0
2030-10-30 05:00:00;294,21;0,0;15,8;265,84;12,57;0,0;0,0
2030-10-30 06:00:00;294,61;0,0;15,8;265,84;12,96;0,0;0,0
2030-10-30 07:00:00;294,58;0,0;15,8;265,84;12,94;0,0;0,0
2030-10-30 08:00:00;291,37;0,0;15,8;265,84;9,73;0,0;0,0
2030-10-30 09:00:00;290,92;0,0;15,8;265,84;9,28;0,0;0,0
2030-10-30 10:00:00;288,37;0,0;15,8;265,84;6,72;0,0;0,0
2030-10-30 11:00:00;283,33;0,0;15,8;265,84;1,69;0,0;0,0
2030-10-30 12:00:00;282,5;0,0;15,8;265,84;0,85;0,0;0,0
2030-10-30 13:00:00;283,27;0,0;15,8;265,84;1,63;0,0;0,0
2030-10-30 14:00:00;285,0;0,0;15,8;265,84;3,36;0,0;0,0
2030-10-30 15:00:00;286,63;0,0;15,8;265,84;4,98;0,0;0,0
2030-10-30 16:00:00;286,55;0,0;15,8;265,84;4,91;0,0;0,0
2030-10-30 17:00:00;286,97;0,0;15,8;265,84;5,33;0,0;0,0
2030-10-30 18:00:00;287,67;0,0;15,8;265,84;6,02;0,0;0,0
2030-10-30 19:00:00;288,39;0,0;15,8;265,84;6,74;0,0;0,0
2030-10-30 20:00:00;289,13;0,0;15,8;265,84;7,49;0,0;0,0
2030-10-30 21:00:00;289,89;0,0;15,8;265,84;8,24;0,0;0,0
2030-10-30 22:00:00;290,66;0,0;15,8;265,84;9,02;0,0;0,0
2030-10-30 23:00:00;291,44;0,0;15,8;265,84;9,8;0,0;0,0
2030-10-31 00:00:00;292,58;0,0;15,8;265,84;10,93;0,0;0,0
2030-10-31 01:00:00;293,59;0,0;15,8;265,84;11,94;0,0;0,0
2030-10-31 02:00:00;294,79;0,0;15,8;265,84;13,14;0,0;0,0
2030-10-31 03:00:00;295,51;0,0;15,8;265,84;13,87;0,0;0,0
2030-10-31 04:00:00;296,2;0,0;15,8;265,84;14,56;0,0;0,0
2030-10-31 05:00:00;296,69;0,0;15,8;265,84;15,05;0,0;0,0
2030-10-31 06:00:00;297,31;0,0;15,8;265,84;15,67;0,0;0,0
2030-10-31 07:00:00;297,35;0,0;15,8;265,84;15,71;0,0;0,0
2030-10-31 08:00:00;295,72;0,0;15,8;265,84;14,08;0,0;0,0
2030-10-31 09:00:00;295,08;0,0;15,8;265,84;13,43;0,0;0,0
2030-10-31 10:00:00;292,99;0,0;15,8;265,84;11,35;0,0;0,0
2030-10-31 11:00:00;290,5;0,0;15,8;265,84;8,86;0,0;0,0
2030-10-31 12:00:00;288,37;0,0;15,8;265,84;6,73;0,0;0,0
2030-10-31 13:00:00;288,22;0,0;15,8;265,84;6,58;0,0;0,0
2030-10-31 14:00:00;289,07;0,0;15,8;265,84;7,42;0,0;0,0
2030-10-31 15:00:00;289,95;0,0;15,8;265,84;8,31;0,0;0,0
2030-10-31 16:00:00;289,44;0,0;15,8;265,84;7,8;0,0;0,0
2030-10-31 17:00:00;290,31;0,0;15,8;265,84;8,66;0,0;0,0
2030-10-31 18:00:00;291,4;0,0;15,8;265,84;9,76;0,0;0,0
2030-10-31 19:00:00;292,78;0,0;15,8;265,84;11,14;0,0;0,0
2030-10-31 20:00:00;294,27;0,0;15,8;265,84;12,62;0,0;0,0
2030-10-31 21:00:00;295,67;0,0;15,8;265,84;14,02;0,0;0,0
2030-10-31 22:00:00;297,29;0,0;15,8;265,84;15,65;0,0;0,0
2030-10-31 23:00:00;298,8;0,0;15,8;265,84;17,16;0,0;0,0
2030-11-01 00:00:00;300,92;0,0;15,8;265,84;19,28;0,0;0,0
2030-11-01 01:00:00;303,07;0,0;15,8;265,84;21,42;0,0;0,0
2030-11-01 02:00:00;305,28;0,0;15,8;265,84;23,63;0,0;0,0
2030-11-01 03:00:00;306,86;0,0;15,8;265,84;25,21;0,0;0,0
2030-11-01 04:00:00;308,4;0,0;15,8;265,84;26,76;0,0;0,0
2030-11-01 05:00:00;309,57;0,0;15,8;265,84;27,92;0,0;0,0
2030-11-01 06:00:00;310,67;0,0;15,8;265,84;29,03;0,0;0,0
2030-11-01 07:00:00;310,71;0,0;15,8;265,84;29,06;0,0;0,0
2030-11-01 08:00:00;306,73;0,0;15,8;265,84;25,08;0,0;0,0
2030-11-01 09:00:00;305,04;0,0;15,8;265,84;23,4;0,0;0,0
2030-11-01 10:00:00;301,9;0,0;15,8;265,84;20,26;0,0;0,0
2030-11-01 11:00:00;296,2;0,0;15,8;265,84;14,55;0,0;0,0
2030-11-01 12:00:00;293,17;0,0;15,8;265,84;11,53;0,0;0,0
2030-11-01 13:00:00;293,33;0,0;15,8;265,84;11,69;0,0;0,0
2030-11-01 14:00:00;294,94;0,0;15,8;265,84;13,3;0,0;0,0
2030-11-01 15:00:00;296,79;0,0;15,8;265,84;15,15;0,0;0,0
2030-11-01 16:00:00;297,3;0,0;15,8;265,84;15,66;0,0;0,0
2030-11-01 17:00:00;297,94;0,0;15,8;265,84;16,29;0,0;0,0
2030-11-01 18:00:00;298,96;0,0;15,8;265,84;17,32;0,0;0,0
2030-11-01 19:00:00;300,22;0,0;15,8;265,84;18,58;0,0;0,0
2030-11-01 20:00:00;301,39;0,0;15,8;265,84;19,75;0,0;0,0
2030-11-01 21:00:00;302,6;0,0;15,8;265,84;20,96;0,0;0,0
2030-11-01 22:00:00;304,02;0,0;15,8;265,84;22,37;0,0;0,0
2030-11-01 23:00:00;305,31;0,0;15,8;265,84;23,66;0,0;0,0
2030-11-02 00:00:00;306,44;0,0;15,8;265,84;24,8;0,0;0,0
2030-11-02 01:00:00;307,4;0,0;15,8;265,84;25,76;0,0;0,0
2030-11-02 02:00:00;308,17;0,0;15,8;265,84;26,53;0,0;0,0
2030-11-02 03:00:00;308,72;0,0;15,8;265,84;27,08;0,0;0,0
2030-11-02 04:00:00;309,22;0,0;15,8;265,84;27,58;0,0;0,0
2030-11-02 05:00:00;309,5;0,0;15,8;265,84;27,86;0,0;0,0
2030-11-02 06:00:00;309,91;0,0;15,8;265,84;28,26;0,0;0,0
2030-11-02 07:00:00;309,26;0,0;15,8;265,84;27,61;0,0;0,0
2030-11-02 08:00:00;306,54;0,0;15,8;265,84;24,89;0,0;0,0
2030-11-02 09:00:00;300,78;0,0;15,8;265,84;19,13;0,0;0,0
2030-11-02 10:00:00;293,69;0,0;15,8;265,84;12,05;0,0;0,0
2030-11-02 11:00:00;291,45;0,0;15,8;265,84;9,81;0,0;0,0
2030-11-02 12:00:00;288,92;0,0;15,8;265,84;7,28;0,0;0,0
2030-11-02 13:00:00;288,61;0,0;15,8;265,84;6,96;0,0;0,0
2030-11-02 14:00:00;290,48;0,0;15,8;265,84;8,84;0,0;0,0
2030-11-02 15:00:00;292,27;0,0;15,8;265,84;10,63;0,0;0,0
2030-11-02 16:00:00;294,18;0,0;15,8;265,84;12,54;0,0;0,0
2030-11-02 17:00:00;295,12;0,0;15,8;265,84;13,48;0,0;0,0
2030-11-02 18:00:00;296,09;0,0;15,8;265,84;14,44;0,0;0,0
2030-11-02 19:00:00;296,91;0,0;15,8;265,84;15,27;0,0;0,0
2030-11-02 20:00:00;297,91;0,0;15,8;265,84;16,26;0,0;0,0
2030-11-02 21:00:00;298,92;0,0;15,8;265,84;17,28;0,0;0,0
2030-11-02 22:00:00;299,96;0,0;15,8;265,84;18,32;0,0;0,0
2030-11-02 23:00:00;300,84;0,0;15,8;265,84;19,19;0,0;0,0
2030-11-03 00:00:00;302,56;0,0;15,8;265,84;20,91;0,0;0,0
2030-11-03 01:00:00;304,38;0,0;15,8;265,84;22,73;0,0;0,0
2030-11-03 02:00:00;306,27;0,0;15,8;265,84;24,63;0,0;0,0
2030-11-03 03:00:00;307,37;0,0;15,8;265,84;25,73;0,0;0,0
2030-11-03 04:00:00;308,59;0,0;15,8;265,84;26,94;0,0;0,0
2030-11-03 05:00:00;309,61;0,0;15,8;265,84;27,97;0,0;0,0
2030-11-03 06:00:00;310,43;0,0;15,8;265,84;28,79;0,0;0,0
2030-11-03 07:00:00;310,17;0,0;15,8;265,84;28,53;0,0;0,0
2030-11-03 08:00:00;303,89;0,0;15,8;265,84;22,25;0,0;0,0
2030-11-03 09:00:00;297,88;0,0;15,8;265,84;16,23;0,0;0,0
2030-11-03 10:00:00;293,88;0,0;15,8;265,84;12,24;0,0;0,0
2030-11-03 11:00:00;290,87;0,0;15,8;265,84;9,22;0,0;0,0
2030-11-03 12:00:00;290,06;0,0;15,8;265,84;8,41;0,0;0,0
2030-11-03 13:00:00;289,07;0,0;15,8;265,84;7,43;0,0;0,0
2030-11-03 14:00:00;288,74;0,0;15,8;265,84;7,1;0,0;0,0
2030-11-03 15:00:00;289,43;0,0;15,8;265,84;7,78;0,0;0,0
2030-11-03 16:00:00;291,95;0,0;15,8;265,84;10,3;0,0;0,0
2030-11-03 17:00:00;292,71;0,0;15,8;265,84;11,07;0,0;0,0
2030-11-03 18:00:00;293,32;0,0;15,8;265,84;11,68;0,0;0,0
2030-11-03 19:00:00;294,09;0,0;15,8;265,84;12,45;0,0;0,0
2030-11-03 20:00:00;294,7;0,0;15,8;265,84;13,06;0,0;0,0
2030-11-03 21:00:00;295,47;0,0;15,8;265,84;13,83;0,0;0,0
2030-11-03 22:00:00;296,08;0,0;15,8;265,84;14,44;0,0;0,0
2030-11-03 23:00:00;296,68;0,0;15,8;265,84;15,04;0,0;0,0
2030-11-04 00:00:00;297,45;0,0;15,8;265,84;15,8;0,0;0,0
2030-11-04 01:00:00;298,05;0,0;15,8;265,84;16,41;0,0;0,0
2030-11-04 02:00:00;298,64;0,0;15,8;265,84;17,0;0,0;0,0
2030-11-04 03:00:00;298,89;0,0;15,8;265,84;17,25;0,0;0,0
2030-11-04 04:00:00;299,09;0,0;15,8;265,84;17,44;0,0;0,0
2030-11-04 05:00:00;299,25;0,0;15,8;265,84;17,6;0,0;0,0
2030-11-04 06:00:00;299,37;0,0;15,8;265,84;17,73;0,0;0,0
2030-11-04 07:00:00;299,49;0,0;15,8;265,84;17,85;0,0;0,0
2030-11-04 08:00:00;299,59;0,0;15,8;265,84;17,95;0,0;0,0
2030-11-04 09:00:00;300,55;0,0;15,8;265,84;18,91;0,0;0,0
2030-11-04 10:00:00;299,15;0,0;15,8;265,84;17,51;0,0;0,0
2030-11-04 11:00:00;296,47;0,0;15,8;265,84;14,83;0,0;0,0
2030-11-04 12:00:00;294,9;0,0;15,8;265,84;13,26;0,0;0,0
2030-11-04 13:00:00;290,78;0,0;15,8;265,84;9,14;0,0;0,0
2030-11-04 14:00:00;291,35;0,0;15,8;265,84;9,71;0,0;0,0
2030-11-04 15:00:00;290,75;0,0;15,8;265,84;9,11;0,0;0,0
2030-11-04 16:00:00;287,39;0,0;15,8;265,84;5,75;0,0;0,0
2030-11-04 17:00:00;287,77;0,0;15,8;265,84;6,13;0,0;0,0
2030-11-04 18:00:00;288,7;0,0;15,8;265,84;7,05;0,0;0,0
2030-11-04 19:00:00;289,65;0,0;15,8;265,84;8,0;0,0;0,0
2030-11-04 20:00:00;290,73;0,0;15,8;265,84;9,09;0,0;0,0
2030-11-04 21:00:00;292,1;0,0;15,8;265,84;10,46;0,0;0,0
2030-11-04 22:00:00;293,41;0,0;15,8;265,84;11,76;0,0;0,0
2030-11-04 23:00:00;294,95;0,0;15,8;265,84;13,31;0,0;0,0
2030-11-05 00:00:00;297,43;0,0;15,8;265,84;15,78;0,0;0,0
2030-11-05 01:00:00;299,89;0,0;15,8;265,84;18,25;0,0;0,0
2030-11-05 02:00:00;302,64;0,0;15,8;265,84;21,0;0,0;0,0
2030-11-05 03:00:00;304,3;0,0;15,8;265,84;22,66;0,0;0,0
2030-11-05 04:00:00;305,91;0,0;15,8;265,84;24,27;0,0;0,0
2030-11-05 05:00:00;307,13;0,0;15,8;265,84;25,49;0,0;0,0
2030-11-05 06:00:00;308,28;0,0;15,8;265,84;26,64;0,0;0,0
2030-11-05 07:00:00;308,69;0,0;15,8;265,84;27,05;0,0;0,0
2030-11-05 08:00:00;305,07;0,0;15,8;265,84;23,43;0,0;0,0
2030-11-05 09:00:00;301,83;0,0;15,8;265,84;20,19;0,0;0,0
2030-11-05 10:00:00;297,47;0,0;15,8;265,84;15,83;0,0;0,0
2030-11-05 11:00:00;292,13;0,0;15,8;265,84;10,49;0,0;0,0
2030-11-05 12:00:00;287,96;0,0;15,8;265,84;6,31;0,0;0,0
2030-11-05 13:00:00;288,59;0,0;15,8;265,84;6,95;0,0;0,0
2030-11-05 14:00:00;289,18;0,0;15,8;265,84;7,53;0,0;0,0
2030-11-05 15:00:00;287,83;0,0;15,8;265,84;6,18;0,0;0,0
2030-11-05 16:00:00;288,52;0,0;15,8;265,84;6,88;0,0;0,0
2030-11-05 17:00:00;288,85;0,0;15,8;265,84;7,2;0,0;0,0
2030-11-05 18:00:00;289,52;0,0;15,8;265,84;7,88;0,0;0,0
2030-11-05 19:00:00;290,22;0,0;15,8;265,84;8,58;0,0;0,0
2030-11-05 20:00:00;290,95;0,0;15,8;265,84;9,31;0,0;0,0
2030-11-05 21:00:00;291,7;0,0;15,8;265,84;10,05;0,0;0,0
2030-11-05 22:00:00;292,46;0,0;15,8;265,84;10,82;0,0;0,0
2030-11-05 23:00:00;293,24;0,0;15,8;265,84;11,59;0,0;0,0
2030-11-06 00:00:00;294,71;0,0;15,8;265,84;13,06;0,0;0,0
2030-11-06 01:00:00;296,44;0,0;15,8;265,84;14,79;0,0;0,0
2030-11-06 02:00:00;298,26;0,0;15,8;265,84;16,62;0,0;0,0
2030-11-06 03:00:00;299,65;0,0;15,8;265,84;18,0;0,0;0,0
2030-11-06 04:00:00;300,86;0,0;15,8;265,84;19,22;0,0;0,0
2030-11-06 05:00:00;301,88;0,0;15,8;265,84;20,24;0,0;0,0
2030-11-06 06:00:00;302,87;0,0;15,8;265,84;21,23;0,0;0,0
2030-11-06 07:00:00;303,67;0,0;15,8;265,84;22,02;0,0;0,0
2030-11-06 08:00:00;303,57;0,0;15,8;265,84;21,93;0,0;0,0
2030-11-06 09:00:00;303,87;0,0;15,8;265,84;22,22;0,0;0,0
2030-11-06 10:00:00;303,2;0,0;15,8;265,84;21,56;0,0;0,0
2030-11-06 11:00:00;302,02;0,0;15,8;265,84;20,37;0,0;0,0
2030-11-06 12:00:00;301,56;0,0;15,8;265,84;19,92;0,0;0,0
2030-11-06 13:00:00;299,34;0,0;15,8;265,84;17,69;0,0;0,0
2030-11-06 14:00:00;299,45;0,0;15,8;265,84;17,8;0,0;0,0
2030-11-06 15:00:00;299,94;0,0;15,8;265,84;18,29;0,0;0,0
2030-11-06 16:00:00;299,02;0,0;15,8;265,84;17,37;0,0;0,0
2030-11-06 17:00:00;299,26;0,0;15,8;265,84;17,61;0,0;0,0
2030-11-06 18:00:00;299,74;0,0;15,8;265,84;18,09;0,0;0,0
2030-11-06 19:00:00;300,46;0,0;15,8;265,84;18,81;0,0;0,0
2030-11-06 20:00:00;301,08;0,0;15,8;265,84;19,44;0,0;0,0
2030-11-06 21:00:00;301,91;0,0;15,8;265,84;20,27;0,0;0,0
2030-11-06 22:00:00;302,8;0,0;15,8;265,84;21,15;0,0;0,0
