;('Biogas_feedin_existing_s', 'Gas_s');('Biogas_feedin_new_s', 'Gas_s');('Gas_s', 'Gas_demand_total_s');('Gas_s', 'Gas_storage_s');('Gas_s', 'GuD_s');('Gas_s', 'Material_demand_Gas_s');('Gas_s', 'excess_b_gas_s');('Gas_storage_s', 'Gas_s');('Hydrogen_feedin_s', 'Gas_s');('Import_Gas_s', 'Gas_s');('Methanisation_s', 'Gas_s')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-03-06 06:00:00;327,16;0,0;307,76;0,0;149,3;0,28;0,0;130,18;0,0;0,0;0,0
2030-03-06 07:00:00;327,16;0,0;314,58;0,0;149,3;0,28;0,0;137,0;0,0;0,0;0,0
2030-03-06 08:00:00;327,16;0,0;322,93;0,0;149,3;0,28;0,0;145,34;0,0;0,0;0,0
2030-03-06 09:00:00;327,16;0,0;326,05;0,0;149,3;0,28;0,0;148,47;0,0;0,0;0,0
2030-03-06 10:00:00;327,16;0,0;316,46;0,0;149,3;0,28;0,0;138,88;0,0;0,0;0,0
2030-03-06 11:00:00;327,16;0,0;308,38;18,51;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-06 12:00:00;327,16;0,0;303,98;0,0;22,91;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-06 13:00:00;327,16;0,0;290,69;0,0;36,2;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-06 14:00:00;327,16;0,0;295,46;31,42;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-06 15:00:00;327,16;0,0;298,24;0,0;28,65;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-06 16:00:00;327,16;0,0;292,61;0,0;34,27;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-06 17:00:00;327,16;0,0;299,31;0,0;27,57;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-06 18:00:00;327,16;0,0;304,35;0,0;44,97;0,28;0,0;22,44;0,0;0,0;0,0
2030-03-06 19:00:00;327,16;0,0;309,12;0,0;149,3;0,28;0,0;131,54;0,0;0,0;0,0
2030-03-06 20:00:00;327,16;0,0;307,04;0,0;81,26;0,28;0,0;61,42;0,0;0,0;0,0
2030-03-06 21:00:00;327,16;0,0;318,64;0,0;8,24;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-06 22:00:00;327,16;0,0;314,67;0,0;12,22;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-06 23:00:00;327,16;0,0;328,98;0,0;0,0;0,28;0,0;2,1;0,0;0,0;0,0
2030-03-07 00:00:00;327,16;0,0;361,81;0,0;0,0;0,28;0,0;34,92;0,0;0,0;0,0
2030-03-07 01:00:00;327,16;0,0;362,51;0,0;0,0;0,28;0,0;35,62;0,0;0,0;0,0
2030-03-07 02:00:00;327,16;0,0;370,12;0,0;0,0;0,28;0,0;43,24;0,0;0,0;0,0
2030-03-07 03:00:00;327,16;0,0;378,35;0,0;121,05;0,28;0,0;172,51;0,0;0,0;0,0
2030-03-07 04:00:00;327,16;0,0;409,12;0,0;0,0;0,28;0,0;82,23;0,0;0,0;0,0
2030-03-07 05:00:00;327,16;0,0;447,48;0,0;0,0;0,28;0,0;120,6;0,0;0,0;0,0
2030-03-07 06:00:00;327,16;0,0;503,05;0,0;149,3;0,28;0,0;325,47;0,0;0,0;0,0
2030-03-07 07:00:00;327,16;0,0;529,51;0,0;149,3;0,28;0,0;351,93;0,0;0,0;0,0
2030-03-07 08:00:00;327,16;0,0;538,99;0,0;149,3;0,28;0,0;361,41;0,0;0,0;0,0
2030-03-07 09:00:00;327,16;0,0;539,53;0,0;149,3;0,28;0,0;361,95;0,0;0,0;0,0
2030-03-07 10:00:00;327,16;0,0;531,06;0,0;149,3;0,28;0,0;353,48;0,0;0,0;0,0
2030-03-07 11:00:00;327,16;0,0;515,6;0,0;149,3;0,28;0,0;338,02;0,0;0,0;0,0
2030-03-07 12:00:00;327,16;0,0;501,7;0,0;149,3;0,28;0,0;324,12;0,0;0,0;0,0
2030-03-07 13:00:00;327,16;0,0;481,11;0,0;149,3;0,28;0,0;303,53;0,0;0,0;0,0
2030-03-07 14:00:00;327,16;0,0;471,81;0,0;149,3;0,28;0,0;294,23;0,0;0,0;0,0
2030-03-07 15:00:00;327,16;0,0;451,79;0,0;149,3;0,28;0,0;274,21;0,0;0,0;0,0
2030-03-07 16:00:00;327,16;0,0;432,68;0,0;149,3;0,28;0,0;255,1;0,0;0,0;0,0
2030-03-07 17:00:00;327,16;0,0;416,35;0,0;149,3;0,28;0,0;238,77;0,0;0,0;0,0
2030-03-07 18:00:00;327,16;0,0;402,01;0,0;149,3;0,28;0,0;224,42;0,0;0,0;0,0
2030-03-07 19:00:00;327,16;0,0;382,88;0,0;149,3;0,28;0,0;205,3;0,0;0,0;0,0
2030-03-07 20:00:00;327,16;0,0;368,54;0,0;149,3;0,28;0,0;190,96;0,0;0,0;0,0
2030-03-07 21:00:00;327,16;0,0;357,46;0,0;149,3;0,28;0,0;179,88;0,0;0,0;0,0
2030-03-07 22:00:00;327,16;0,0;343,59;0,0;149,3;0,28;0,0;166,01;0,0;0,0;0,0
2030-03-07 23:00:00;327,16;0,0;346,77;0,0;149,3;0,28;0,0;169,19;0,0;0,0;0,0
2030-03-08 00:00:00;327,16;0,0;354,71;0,0;149,3;0,28;0,0;177,13;0,0;0,0;0,0
2030-03-08 01:00:00;327,16;0,0;355,03;0,0;0,0;0,28;0,0;28,15;0,0;0,0;0,0
2030-03-08 02:00:00;327,16;0,0;361,53;0,0;149,3;0,28;0,0;183,95;0,0;0,0;0,0
2030-03-08 03:00:00;327,16;0,0;369,65;0,0;149,3;0,28;0,0;192,07;0,0;0,0;0,0
2030-03-08 04:00:00;327,16;0,0;400,22;0,0;149,3;0,28;0,0;222,64;0,0;0,0;0,0
2030-03-08 05:00:00;327,16;0,0;439,8;0,0;149,3;0,28;0,0;262,22;0,0;0,0;0,0
2030-03-08 06:00:00;327,16;0,0;499,93;0,0;149,3;0,28;0,0;322,35;0,0;0,0;0,0
2030-03-08 07:00:00;327,16;0,0;533,95;0,0;149,3;0,28;0,0;356,36;0,0;0,0;0,0
2030-03-08 08:00:00;327,16;0,0;537,27;0,0;149,3;0,28;0,0;359,69;0,0;0,0;0,0
2030-03-08 09:00:00;327,16;0,0;530,99;0,0;149,3;0,28;0,0;353,41;0,0;0,0;0,0
2030-03-08 10:00:00;327,16;0,0;518,75;0,0;149,3;0,28;0,0;341,17;0,0;0,0;0,0
2030-03-08 11:00:00;327,16;0,0;501,11;0,0;149,3;0,28;0,0;323,53;0,0;0,0;0,0
2030-03-08 12:00:00;327,16;0,0;485,0;0,0;149,3;0,28;0,0;307,42;0,0;0,0;0,0
2030-03-08 13:00:00;327,16;0,0;475,64;0,0;149,3;0,28;0,0;298,06;0,0;0,0;0,0
2030-03-08 14:00:00;327,16;0,0;476,28;0,0;149,3;0,28;0,0;298,7;0,0;0,0;0,0
2030-03-08 15:00:00;327,16;0,0;461,3;0,0;149,3;0,28;0,0;283,72;0,0;0,0;0,0
2030-03-08 16:00:00;327,16;0,0;446,34;0,0;149,3;0,28;0,0;268,76;0,0;0,0;0,0
2030-03-08 17:00:00;327,16;0,0;430,3;0,0;149,3;0,28;0,0;252,72;0,0;0,0;0,0
2030-03-08 18:00:00;327,16;0,0;413,02;0,0;149,3;0,28;0,0;235,43;0,0;0,0;0,0
2030-03-08 19:00:00;327,16;0,0;393,76;0,0;149,3;0,28;0,0;216,18;0,0;0,0;0,0
2030-03-08 20:00:00;327,16;0,0;381,03;0,0;149,3;0,28;0,0;203,45;0,0;0,0;0,0
2030-03-08 21:00:00;327,16;0,0;372,0;0,0;149,3;0,28;0,0;194,41;0,0;0,0;0,0
2030-03-08 22:00:00;327,16;0,0;361,68;0,0;149,3;0,28;0,0;184,1;0,0;0,0;0,0
2030-03-08 23:00:00;327,16;0,0;369,04;0,0;149,3;0,28;0,0;191,46;0,0;0,0;0,0
2030-03-09 00:00:00;327,16;0,0;378,02;0,0;149,3;0,28;0,0;200,44;0,0;0,0;0,0
2030-03-09 01:00:00;327,16;0,0;381,55;0,0;0,0;0,28;0,0;54,67;0,0;0,0;0,0
2030-03-09 02:00:00;327,16;0,0;392,1;0,0;0,0;0,28;0,0;65,21;0,0;0,0;0,0
2030-03-09 03:00:00;327,16;0,0;404,1;0,0;0,0;0,28;0,0;77,21;0,0;0,0;0,0
2030-03-09 04:00:00;327,16;0,0;435,2;0,0;149,3;0,28;0,0;257,62;0,0;0,0;0,0
2030-03-09 05:00:00;327,16;0,0;481,46;0,0;149,3;0,28;0,0;303,88;0,0;0,0;0,0
2030-03-09 06:00:00;327,16;0,0;546,14;0,0;149,3;0,28;0,0;368,56;0,0;0,0;0,0
2030-03-09 07:00:00;327,16;0,0;567,38;0,0;149,3;0,28;0,0;389,8;0,0;0,0;0,0
2030-03-09 08:00:00;327,16;0,0;556,12;0,0;149,3;0,28;0,0;378,54;0,0;0,0;0,0
2030-03-09 09:00:00;327,16;0,0;534,75;0,0;149,3;0,28;0,0;357,16;0,0;0,0;0,0
2030-03-09 10:00:00;327,16;0,0;507,84;0,0;149,3;0,28;0,0;330,26;0,0;0,0;0,0
2030-03-09 11:00:00;327,16;0,0;483,95;0,0;149,3;0,28;0,0;306,37;0,0;0,0;0,0
2030-03-09 12:00:00;327,16;0,0;460,0;0,0;149,3;0,28;0,0;282,42;0,0;0,0;0,0
2030-03-09 13:00:00;327,16;0,0;437,16;0,0;149,3;0,28;0,0;259,58;0,0;0,0;0,0
2030-03-09 14:00:00;327,16;0,0;428,85;0,0;149,3;0,28;0,0;251,27;0,0;0,0;0,0
2030-03-09 15:00:00;327,16;0,0;408,29;0,0;149,3;0,28;0,0;230,7;0,0;0,0;0,0
2030-03-09 16:00:00;327,16;0,0;398,84;0,0;149,3;0,28;0,0;221,26;0,0;0,0;0,0
2030-03-09 17:00:00;327,16;0,0;392,48;0,0;149,3;0,28;0,0;214,9;0,0;0,0;0,0
2030-03-09 18:00:00;327,16;0,0;383,85;0,0;149,3;0,28;0,0;206,27;0,0;0,0;0,0
2030-03-09 19:00:00;327,16;0,0;368,97;0,0;149,3;0,28;0,0;191,39;0,0;0,0;0,0
2030-03-09 20:00:00;327,16;0,0;358,98;0,0;149,3;0,28;0,0;181,4;0,0;0,0;0,0
2030-03-09 21:00:00;327,16;0,0;354,32;0,0;149,3;0,28;0,0;176,74;0,0;0,0;0,0
2030-03-09 22:00:00;327,16;0,0;348,24;0,0;149,3;0,28;0,0;170,66;0,0;0,0;0,0
2030-03-09 23:00:00;327,16;0,0;359,0;0,0;149,3;0,28;0,0;181,42;0,0;0,0;0,0
2030-03-10 00:00:00;327,16;0,0;359,91;0,0;149,3;0,28;0,0;182,32;0,0;0,0;0,0
2030-03-10 01:00:00;327,16;0,0;365,6;0,0;149,3;0,28;0,0;188,02;0,0;0,0;0,0
2030-03-10 02:00:00;327,16;0,0;377,4;0,0;149,3;0,28;0,0;199,82;0,0;0,0;0,0
2030-03-10 03:00:00;327,16;0,0;388,45;0,0;149,3;0,28;0,0;210,87;0,0;0,0;0,0
2030-03-10 04:00:00;327,16;0,0;422,62;0,0;149,3;0,28;0,0;245,04;0,0;0,0;0,0
2030-03-10 05:00:00;327,16;0,0;464,54;0,0;149,3;0,28;0,0;286,96;0,0;0,0;0,0
2030-03-10 06:00:00;327,16;0,0;528,28;0,0;149,3;0,28;0,0;350,7;0,0;0,0;0,0
2030-03-10 07:00:00;327,16;0,0;550,75;0,0;149,3;0,28;0,0;373,17;0,0;0,0;0,0
2030-03-10 08:00:00;327,16;0,0;544,12;0,0;149,3;0,28;0,0;366,54;0,0;0,0;0,0
2030-03-10 09:00:00;327,16;0,0;522,16;0,0;149,3;0,28;0,0;344,58;0,0;0,0;0,0
2030-03-10 10:00:00;327,16;0,0;495,15;0,0;149,3;0,28;0,0;317,57;0,0;0,0;0,0
2030-03-10 11:00:00;327,16;0,0;466,37;0,0;149,3;0,28;0,0;288,79;0,0;0,0;0,0
2030-03-10 12:00:00;327,16;0,0;440,18;0,0;149,3;0,28;0,0;262,6;0,0;0,0;0,0
2030-03-10 13:00:00;327,16;0,0;419,05;0,0;149,3;0,28;0,0;241,47;0,0;0,0;0,0
2030-03-10 14:00:00;327,16;0,0;406,95;0,0;149,3;0,28;0,0;229,36;0,0;0,0;0,0
2030-03-10 15:00:00;327,16;0,0;388,77;0,0;149,3;0,28;0,0;211,19;0,0;0,0;0,0
2030-03-10 16:00:00;327,16;0,0;383,44;0,0;149,3;0,28;0,0;205,86;0,0;0,0;0,0
2030-03-10 17:00:00;327,16;0,0;376,34;0,0;149,3;0,28;0,0;198,76;0,0;0,0;0,0
2030-03-10 18:00:00;327,16;0,0;368,88;0,0;149,3;0,28;0,0;191,3;0,0;0,0;0,0
2030-03-10 19:00:00;327,16;0,0;354,53;0,0;149,3;0,28;0,0;176,95;0,0;0,0;0,0
2030-03-10 20:00:00;327,16;0,0;345,25;0,0;149,3;0,28;0,0;167,67;0,0;0,0;0,0
2030-03-10 21:00:00;327,16;0,0;340,91;0,0;149,3;0,28;0,0;163,33;0,0;0,0;0,0
2030-03-10 22:00:00;327,16;0,0;336,25;0,0;149,3;0,28;0,0;158,67;0,0;0,0;0,0
2030-03-10 23:00:00;327,16;0,0;348,78;0,0;149,3;0,28;0,0;171,2;0,0;0,0;0,0
2030-03-11 00:00:00;327,16;0,0;352,84;0,0;149,3;0,28;0,0;175,26;0,0;0,0;0,0
2030-03-11 01:00:00;327,16;0,0;361,39;0,0;149,3;0,28;0,0;183,8;0,0;0,0;0,0
2030-03-11 02:00:00;327,16;0,0;376,86;0,0;149,3;0,28;0,0;199,27;0,0;0,0;0,0
2030-03-11 03:00:00;327,16;0,0;391,09;0,0;149,3;0,28;0,0;213,51;0,0;0,0;0,0
2030-03-11 04:00:00;327,16;0,0;427,65;0,0;149,3;0,28;0,0;250,07;0,0;0,0;0,0
2030-03-11 05:00:00;327,16;0,0;471,77;0,0;149,3;0,28;0,0;294,18;0,0;0,0;0,0
2030-03-11 06:00:00;327,16;0,0;535,52;0,0;149,3;0,28;0,0;357,94;0,0;0,0;0,0
2030-03-11 07:00:00;327,16;0,0;555,71;0,0;149,3;0,28;0,0;378,13;0,0;0,0;0,0
2030-03-11 08:00:00;327,16;0,0;545,92;0,0;149,3;0,28;0,0;368,34;0,0;0,0;0,0
2030-03-11 09:00:00;327,16;0,0;523,68;0,0;149,3;0,28;0,0;346,1;0,0;0,0;0,0
2030-03-11 10:00:00;327,16;0,0;491,82;0,0;149,3;0,28;0,0;314,24;0,0;0,0;0,0
2030-03-11 11:00:00;327,16;0,0;454,46;0,0;149,3;0,28;0,0;276,87;0,0;0,0;0,0
2030-03-11 12:00:00;327,16;0,0;422,35;0,0;149,3;0,28;0,0;244,77;0,0;0,0;0,0
2030-03-11 13:00:00;327,16;0,0;400,06;0,0;149,3;0,28;0,0;222,48;0,0;0,0;0,0
2030-03-11 14:00:00;327,16;0,0;392,17;0,0;149,3;0,28;0,0;214,59;0,0;0,0;0,0
2030-03-11 15:00:00;327,16;0,0;374,12;0,0;149,3;0,28;0,0;196,53;0,0;0,0;0,0
2030-03-11 16:00:00;327,16;0,0;362,02;0,0;149,3;0,28;0,0;184,43;0,0;0,0;0,0
2030-03-11 17:00:00;327,16;0,0;355,5;0,0;149,3;0,28;0,0;177,92;0,0;0,0;0,0
2030-03-11 18:00:00;327,16;0,0;353,25;0,0;149,3;0,28;0,0;175,66;0,0;0,0;0,0
2030-03-11 19:00:00;327,16;0,0;339,73;0,0;149,3;0,28;0,0;162,15;0,0;0,0;0,0
2030-03-11 20:00:00;327,16;0,0;331,7;0,0;149,3;0,28;0,0;154,12;0,0;0,0;0,0
2030-03-11 21:00:00;327,16;0,0;328,14;0,0;149,3;0,28;0,0;150,56;0,0;0,0;0,0
2030-03-11 22:00:00;327,16;0,0;323,29;0,0;149,3;0,28;0,0;145,71;0,0;0,0;0,0
2030-03-11 23:00:00;327,16;0,0;336,07;0,0;149,3;0,28;0,0;158,49;0,0;0,0;0,0
2030-03-12 00:00:00;327,16;0,0;290,03;0,0;149,3;0,28;0,0;112,45;0,0;0,0;0,0
2030-03-12 01:00:00;327,16;0,0;299,94;0,0;149,3;0,28;0,0;122,36;0,0;0,0;0,0
2030-03-12 02:00:00;327,16;0,0;311,17;0,0;149,3;0,28;0,0;133,59;0,0;0,0;0,0
2030-03-12 03:00:00;327,16;0,0;315,96;0,0;149,3;0,28;0,0;138,38;0,0;0,0;0,0
2030-03-12 04:00:00;327,16;0,0;327,66;0,0;149,3;0,28;0,0;150,08;0,0;0,0;0,0
2030-03-12 05:00:00;327,16;0,0;333,15;0,0;149,3;0,28;0,0;155,57;0,0;0,0;0,0
2030-03-12 06:00:00;327,16;0,0;370,77;0,0;149,3;0,28;0,0;193,19;0,0;0,0;0,0
2030-03-12 07:00:00;327,16;0,0;386,63;0,0;149,3;0,28;0,0;209,05;0,0;0,0;0,0
2030-03-12 08:00:00;327,16;0,0;377,34;0,0;149,3;0,28;0,0;199,75;0,0;0,0;0,0
2030-03-12 09:00:00;327,16;0,0;365,26;0,0;149,3;0,28;0,0;187,68;0,0;0,0;0,0
2030-03-12 10:00:00;327,16;0,0;354,69;0,0;149,3;0,28;0,0;177,11;0,0;0,0;0,0
2030-03-12 11:00:00;327,16;0,0;331,03;0,0;149,3;0,28;0,0;153,45;0,0;0,0;0,0
2030-03-12 12:00:00;327,16;0,0;294,57;0,0;149,3;0,28;0,0;116,99;0,0;0,0;0,0
2030-03-12 13:00:00;327,16;0,0;279,27;0,0;149,3;0,28;0,0;101,69;0,0;0,0;0,0
2030-03-12 14:00:00;327,16;0,0;271,87;0,0;149,3;0,28;0,0;94,29;0,0;0,0;0,0
2030-03-12 15:00:00;327,16;0,0;259,4;0,0;149,3;0,28;0,0;81,82;0,0;0,0;0,0
2030-03-12 16:00:00;327,16;0,0;253,94;0,0;149,3;0,28;0,0;76,36;0,0;0,0;0,0
2030-03-12 17:00:00;327,16;0,0;247,4;0,0;149,3;0,28;0,0;69,82;0,0;0,0;0,0
2030-03-12 18:00:00;327,16;0,0;242,04;0,0;149,3;0,28;0,0;64,46;0,0;0,0;0,0
2030-03-12 19:00:00;327,16;0,0;243,64;0,0;149,3;0,28;0,0;66,06;0,0;0,0;0,0
2030-03-12 20:00:00;327,16;0,0;249,82;0,0;149,3;0,28;0,0;72,23;0,0;0,0;0,0
2030-03-12 21:00:00;327,16;0,0;254,16;0,0;149,3;0,28;0,0;76,58;0,0;0,0;0,0
2030-03-12 22:00:00;327,16;0,0;249,39;0,0;149,3;0,28;0,0;71,81;0,0;0,0;0,0
2030-03-12 23:00:00;327,16;0,0;261,65;0,0;149,3;0,28;0,0;84,07;0,0;0,0;0,0
2030-03-13 00:00:00;327,16;0,0;277,24;0,0;149,3;0,28;0,0;99,66;0,0;0,0;0,0
2030-03-13 01:00:00;327,16;0,0;283,62;0,0;149,3;0,28;0,0;106,04;0,0;0,0;0,0
2030-03-13 02:00:00;327,16;0,0;290,92;0,0;149,3;0,28;0,0;113,34;0,0;0,0;0,0
2030-03-13 03:00:00;327,16;0,0;305,16;0,0;149,3;0,28;0,0;127,58;0,0;0,0;0,0
2030-03-13 04:00:00;327,16;0,0;317,86;0,0;149,3;0,28;0,0;140,28;0,0;0,0;0,0
2030-03-13 05:00:00;327,16;0,0;333,65;0,0;149,3;0,28;0,0;156,07;0,0;0,0;0,0
2030-03-13 06:00:00;327,16;0,0;319,18;0,0;149,3;0,28;0,0;141,6;0,0;0,0;0,0
2030-03-13 07:00:00;327,16;0,0;320,32;0,0;149,3;0,28;0,0;142,74;0,0;0,0;0,0
2030-03-13 08:00:00;327,16;0,0;313,48;0,0;149,3;0,28;0,0;135,9;0,0;0,0;0,0
2030-03-13 09:00:00;327,16;0,0;292,62;0,0;149,3;0,28;0,0;115,04;0,0;0,0;0,0
2030-03-13 10:00:00;327,16;0,0;272,55;0,0;149,3;0,28;0,0;94,97;0,0;0,0;0,0
2030-03-13 11:00:00;327,16;0,0;262,39;0,0;149,3;0,28;0,0;84,8;0,0;0,0;0,0
2030-03-13 12:00:00;327,16;0,0;258,03;0,0;149,3;0,28;0,0;80,45;0,0;0,0;0,0
2030-03-13 13:00:00;327,16;0,0;243,12;0,0;149,3;0,28;0,0;65,54;0,0;0,0;0,0
2030-03-13 14:00:00;327,16;0,0;254,09;0,0;149,3;0,28;0,0;76,5;0,0;0,0;0,0
2030-03-13 15:00:00;327,16;0,0;261,34;0,0;149,3;0,28;0,0;83,76;0,0;0,0;0,0
2030-03-13 16:00:00;327,16;0,0;261,43;0,0;149,3;0,28;0,0;83,85;0,0;0,0;0,0
2030-03-13 17:00:00;327,16;0,0;273,48;0,0;149,3;0,28;0,0;95,9;0,0;0,0;0,0
2030-03-13 18:00:00;327,16;0,0;281,35;0,0;149,3;0,28;0,0;103,77;0,0;0,0;0,0
2030-03-13 19:00:00;327,16;0,0;291,25;0,0;35,63;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-13 20:00:00;327,16;0,0;291,66;35,22;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-13 21:00:00;327,16;0,0;307,54;19,34;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-13 22:00:00;327,16;0,0;306,31;20,58;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-13 23:00:00;327,16;0,0;323,19;3,7;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-14 00:00:00;327,16;0,0;356,63;0,0;0,0;0,28;0,0;29,75;0,0;0,0;0,0
2030-03-14 01:00:00;327,16;0,0;360,0;0,0;0,0;0,28;0,0;33,12;0,0;0,0;0,0
2030-03-14 02:00:00;327,16;0,0;370,27;0,0;0,0;0,28;0,0;43,38;0,0;0,0;0,0
2030-03-14 03:00:00;327,16;0,0;381,02;0,0;0,0;0,28;0,0;54,14;0,0;0,0;0,0
2030-03-14 04:00:00;327,16;0,0;413,76;0,0;149,3;0,28;0,0;236,17;0,0;0,0;0,0
2030-03-14 05:00:00;327,16;0,0;454,21;0,0;149,3;0,28;0,0;276,63;0,0;0,0;0,0
2030-03-14 06:00:00;327,16;0,0;512,12;0,0;149,3;0,28;0,0;334,54;0,0;0,0;0,0
2030-03-14 07:00:00;327,16;0,0;533,61;0,0;149,3;0,28;0,0;356,03;0,0;0,0;0,0
2030-03-14 08:00:00;327,16;0,0;532,64;0,0;149,3;0,28;0,0;355,06;0,0;0,0;0,0
2030-03-14 09:00:00;327,16;0,0;522,14;0,0;149,3;0,28;0,0;344,56;0,0;0,0;0,0
2030-03-14 10:00:00;327,16;0,0;508,59;0,0;149,3;0,28;0,0;331,01;0,0;0,0;0,0
2030-03-14 11:00:00;327,16;0,0;490,16;0,0;149,3;0,28;0,0;312,58;0,0;0,0;0,0
2030-03-14 12:00:00;327,16;0,0;473,35;0,0;149,3;0,28;0,0;295,77;0,0;0,0;0,0
2030-03-14 13:00:00;327,16;0,0;459,68;0,0;149,3;0,28;0,0;282,09;0,0;0,0;0,0
2030-03-14 14:00:00;327,16;0,0;458,04;0,0;149,3;0,28;0,0;280,46;0,0;0,0;0,0
2030-03-14 15:00:00;327,16;0,0;441,64;0,0;149,3;0,28;0,0;264,06;0,0;0,0;0,0
2030-03-14 16:00:00;327,16;0,0;425,2;0,0;149,3;0,28;0,0;247,62;0,0;0,0;0,0
2030-03-14 17:00:00;327,16;0,0;409,94;0,0;149,3;0,28;0,0;232,36;0,0;0,0;0,0
2030-03-14 18:00:00;327,16;0,0;398,99;0,0;149,3;0,28;0,0;221,41;0,0;0,0;0,0
2030-03-14 19:00:00;327,16;0,0;380,66;0,0;149,3;0,28;0,0;203,08;0,0;0,0;0,0
2030-03-14 20:00:00;327,16;0,0;367,77;0,0;28,24;0,28;0,0;69,13;0,0;0,0;0,0
2030-03-14 21:00:00;327,16;0,0;357,93;0,0;0,0;0,28;0,0;31,05;0,0;0,0;0,0
2030-03-14 22:00:00;327,16;0,0;346,9;0,0;0,0;0,28;0,0;20,01;0,0;0,0;0,0
2030-03-14 23:00:00;327,16;0,0;352,45;0,0;0,0;0,28;0,0;25,56;0,0;0,0;0,0
2030-03-15 00:00:00;327,16;0,0;351,49;0,0;0,0;0,28;0,0;24,61;0,0;0,0;0,0
2030-03-15 01:00:00;327,16;0,0;350,74;0,0;0,0;0,28;0,0;23,85;0,0;0,0;0,0
2030-03-15 02:00:00;327,16;0,0;356,55;0,0;0,0;0,28;0,0;29,67;0,0;0,0;0,0
2030-03-15 03:00:00;327,16;0,0;364,02;0,0;0,0;0,28;0,0;37,14;0,0;0,0;0,0
2030-03-15 04:00:00;327,16;0,0;393,45;0,0;0,0;0,28;0,0;66,57;0,0;0,0;0,0
2030-03-15 05:00:00;327,16;0,0;430,59;0,0;0,0;0,28;0,0;103,71;0,0;0,0;0,0
2030-03-15 06:00:00;327,16;0,0;487,43;0,0;0,0;0,28;0,0;160,54;0,0;0,0;0,0
2030-03-15 07:00:00;327,16;0,0;508,48;0,0;149,3;0,28;0,0;330,9;0,0;0,0;0,0
2030-03-15 08:00:00;327,16;0,0;508,45;0,0;149,3;0,28;0,0;330,87;0,0;0,0;0,0
2030-03-15 09:00:00;327,16;0,0;497,89;0,0;149,3;0,28;0,0;320,31;0,0;0,0;0,0
2030-03-15 10:00:00;327,16;0,0;482,13;0,0;0,0;0,28;0,0;155,24;0,0;0,0;0,0
2030-03-15 11:00:00;327,16;0,0;463,05;0,0;149,3;0,28;0,0;285,47;0,0;0,0;0,0
2030-03-15 12:00:00;327,16;0,0;442,76;0,0;149,3;0,28;0,0;265,18;0,0;0,0;0,0
2030-03-15 13:00:00;327,16;0,0;425,41;0,0;60,31;0,28;0,0;158,83;0,0;0,0;0,0
2030-03-15 14:00:00;327,16;0,0;417,77;0,0;0,0;0,28;0,0;90,88;0,0;0,0;0,0
2030-03-15 15:00:00;327,16;0,0;394,5;0,0;149,3;0,28;0,0;216,92;0,0;0,0;0,0
2030-03-15 16:00:00;327,16;0,0;372,46;0,0;149,3;0,28;0,0;194,88;0,0;0,0;0,0
2030-03-15 17:00:00;327,16;0,0;357,25;0,0;149,3;0,28;0,0;179,67;0,0;0,0;0,0
2030-03-15 18:00:00;327,16;0,0;346,16;0,0;149,3;0,28;0,0;168,58;0,0;0,0;0,0
2030-03-15 19:00:00;327,16;0,0;330,1;0,0;149,3;0,28;0,0;152,52;0,0;0,0;0,0
2030-03-15 20:00:00;327,16;0,0;319,22;0,0;149,3;0,28;0,0;141,63;0,0;0,0;0,0
2030-03-15 21:00:00;327,16;0,0;312,42;14,46;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-15 22:00:00;327,16;0,0;304,04;22,84;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-15 23:00:00;327,16;0,0;312,42;14,46;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-16 00:00:00;327,16;0,0;318,01;8,88;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-16 01:00:00;327,16;0,0;324,24;2,65;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-03-16 02:00:00;327,16;0,0;337,52;0,0;0,0;0,28;0,0;10,63;0,0;0,0;0,0
2030-03-16 03:00:00;327,16;0,0;349,18;0,0;0,0;0,28;0,0;22,29;0,0;0,0;0,0
2030-03-16 04:00:00;327,16;0,0;384,22;0,0;0,0;0,28;0,0;57,33;0,0;0,0;0,0
2030-03-16 05:00:00;327,16;0,0;426,45;0,0;0,0;0,28;0,0;99,57;0,0;0,0;0,0
2030-03-16 06:00:00;327,16;0,0;485,36;0,0;149,3;0,28;0,0;307,78;0,0;0,0;0,0
