MaStR-Nr. der Einheit;Anzeige-Name der Einheit;Betriebs-Status;Energieträger;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Bundesland;Postleitzahl;Ort;Straße;Hausnummer;Gemarkung;Flurstück;Gemeindeschlüssel;Koordinate: Breitengrad (WGS84);Koordinate: Längengrad (WGS84);Anzahl der Solar-Module;Hauptausrichtung der Solar-Module;Name des Windparks;Nabenhöhe der Windenergieanlage;Rotordurchmesser der Windenergieanlage;Hersteller der Windenergieanlage;Typenbezeichnung;Hauptbrennstoff der Einheit;Nutzbare Speicherkapazität in kWh;Technologie der Stromerzeugung;Lage der Einheit;Letzte Aktualisierung;Datum der endgültigen Stilllegung;Datum der geplanten Inbetriebnahme;Name des Anlagenbetreibers (nur Org.);"	MaStR-Nr. des Anlagenbetreibers";Volleinspeisung oder Teileinspeisung;MaStR-Nr. der Genehmigung;Name des Anschluss-Netzbetreibers;MaStR-Nr. des Anschluss-Netzbetreibers;Netzbetreiberprüfung;Spannungsebene;MaStR-Nr. der Lokation;MaStR-Nr. der EEG-Anlage;EEG-Anlagenschlüssel;Inbetriebnahmedatum der EEG-Anlage;Installierte Leistung der EEG-Anlage;Zuschlagnummer (EEG/KWK-Ausschreibung);MaStR-Nr. der KWK-Anlage;Inbetriebnahmedatum der KWK-Anlage;Elektrische KWK-Leistung;Thermische Nutzleistung in kW
SEE921998096823;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,74;0,6;27.08.2021;13.09.2021;Thüringen;99885;Ohrdruf;;;;;16067081;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);30.05.2023;;;natürliche Person (ABR915387873584);ABR915387873584;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;"Niederspannung (= Hausanschluss/Haushaltsstrom); Niederspannung (= Hausanschluss/Haushaltsstrom)";SEL985798112534;EEG914216080131;;27.08.2021;0,74;;;;;
SEE975337514776;Balkonkraftwerk II;In Betrieb;Solare Strahlungsenergie;0,31;0,3;27.08.2021;13.09.2021;Thüringen;99885;Ohrdruf;;;;;16067053;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);28.08.2022;;;natürliche Person (ABR915387873584);ABR915387873584;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;"Niederspannung (= Hausanschluss/Haushaltsstrom); Niederspannung (= Hausanschluss/Haushaltsstrom)";SEL985798112534;EEG967080984425;E4183201RS50583427000063505000001;27.08.2021;0,31;;;;;
SEE987417070133;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;10.08.2021;19.09.2021;Thüringen;37327;Leinefelde-Worbis;;;;;16061115;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);02.04.2023;;;natürliche Person (ABR998586086887);ABR998586086887;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL922902008321;EEG917326960119;;10.08.2021;0,6;;;;;
SEE913016411732;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,6;24.09.2021;29.09.2021;Thüringen;99867;Gotha;;;;;16067029;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);29.09.2021;;;natürliche Person (ABR977443418672);ABR977443418672;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Gotha Netz GmbH (SNB961316124487);SNB961316124487;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL911205279156;EEG997626963836;;24.09.2021;0,6;;;;;
SEE995545889572;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,64;0,6;08.09.2021;30.09.2021;Thüringen;7819;Triptis;;;;;16075116;;;1;Süd-Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);10.10.2022;;;natürliche Person (ABR993454604873);ABR993454604873;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL933974113004;EEG935231758812;E4183201RS50619461000079856900001;08.09.2021;0,64;;;;;
SEE998152378576;Balkonkraftwerk QCELLS Envertech EVT560;In Betrieb;Solare Strahlungsenergie;0,56;0,56;13.10.2021;15.10.2021;Thüringen;98527;Suhl;;;;;16054000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);21.03.2022;;;natürliche Person (ABR960957911647);ABR960957911647;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Suhl/Zella-Mehlis Netz GmbH (SNB935760057516);SNB935760057516;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL981901116383;EEG996534233499;E4307401406278091A000504807600001;13.10.2021;0,56;;;;;
SEE979957993829;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,34;0,3;17.10.2021;17.10.2021;Thüringen;99310;Arnstadt;;;;;16070004;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);06.07.2022;;;natürliche Person (ABR975464669516);ABR975464669516;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Arnstadt Netz GmbH & Co. KG (SNB985993443181);SNB985993443181;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL932366102978;EEG907836117738;E41718012961640450000000000000000;17.10.2021;0,34;;;;;
SEE906631801293;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,67;0,6;01.12.2021;20.12.2021;Thüringen;7570;Weida;;;;;16076079;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);12.09.2022;;;natürliche Person (ABR980073750326);ABR980073750326;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL977857845286;EEG907212098866;E4183201RS50402396000021454600001;01.12.2021;0,67;;;;;
SEE977403808901;Balkonkraftwerk 600Watt;In Betrieb;Solare Strahlungsenergie;0,59;0,59;25.04.2021;01.12.2021;Thüringen;7570;Harth-Pöllnitz;;;;;16076088;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);11.10.2022;;;natürliche Person (ABR974486310727);ABR974486310727;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL908744423652;EEG911731606105;E4183201RS50095879000041190000001;25.04.2021;0,6;;;;;
SEE952473815820;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,73;0,6;04.11.2021;02.12.2021;Thüringen;98553;Schleusingen;;;;;16069043;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.09.2022;;;natürliche Person (ABR992222313054);ABR992222313054;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL905001306062;EEG991918584495;E4183201RS50453421000060903400001;04.11.2021;0,73;;;;;
SEE969271218586;Balkonkraftwerk HM-600;In Betrieb;Solare Strahlungsenergie;0,69;0,6;02.12.2021;02.12.2021;Thüringen;99428;Grammetal;;;;;16071103;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);18.09.2022;;;natürliche Person (ABR997608306408);ABR997608306408;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL979416332084;EEG962382047045;E4183201RS50211870000027808300001;02.12.2021;0,69;;;;;
SEE993372953947;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,68;0,56;03.01.2022;15.12.2021;Thüringen;7589;Bocka;;;;;16076007;;;2;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);09.09.2022;;;natürliche Person (ABR991217852400);ABR991217852400;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL960273786820;EEG932852049602;E4183201RS50289657000043581400001;03.01.2022;0,68;;;;;
SEE958356171434;Balkonkraftwerk Mittelpöllnitz;In Planung;Solare Strahlungsenergie;0,75;0,6;;19.12.2021;Thüringen;7819;Mittelpöllnitz;;;;;16075066;;;2;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);15.02.2022;;30.04.2022;natürliche Person (ABR956919059304);ABR956919059304;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE919496779713;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,74;0,6;01.01.2022;05.01.2022;Thüringen;4617;Fockendorf;;;;;16077005;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.01.2022;;;natürliche Person (ABR920699463743);ABR920699463743;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL921215852072;EEG942565116423;;01.01.2022;0,74;;;;;
SEE968881870887;Balkonkraftwerk;In Planung;Solare Strahlungsenergie;0,6;0,6;;10.01.2022;Thüringen;7907;Moßbach;;;;;16075068;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);10.01.2022;;01.04.2022;natürliche Person (ABR963736346241);ABR963736346241;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE912949360261;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;13.02.2022;13.02.2022;Thüringen;99880;Fröttstädt;;;;;16067088;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);09.11.2022;;;natürliche Person (ABR935968459433);ABR935968459433;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;"Niederspannung (= Hausanschluss/Haushaltsstrom); Niederspannung (= Hausanschluss/Haushaltsstrom)";SEL962065867878;EEG905505142593;E4183201RS50253003000009953100001;13.02.2022;0,6;;;;;
SEE925534074733;Balkonkraftwerk 600 Watt;In Betrieb;Solare Strahlungsenergie;1;0,6;12.01.2022;12.01.2022;Thüringen;99768;Harztor;;;;;16062065;;;4;Süd-West;;;;;;;;;Bauliche Anlagen (Sonstige);15.12.2022;;;natürliche Person (ABR966720449805);ABR966720449805;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL946388116325;EEG959437951105;E4183201RS50171457000036768100001;12.01.2022;1;;;;;
SEE966038906120;Balkonkraftwerk Terrasse;In Betrieb;Solare Strahlungsenergie;0,6;0,6;01.02.2022;02.02.2022;Thüringen;4639;Gößnitz;;;;;16077012;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);02.02.2022;;;natürliche Person (ABR958796643829);ABR958796643829;Volleinspeisung;;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL938586607637;EEG921954138321;;01.02.2022;0,6;;;;;
SEE935094598846;Balkonkraftwerk FW;In Betrieb;Solare Strahlungsenergie;0,73;0,6;24.01.2022;07.02.2022;Thüringen;99326;Stadtilm;;;;;16070048;;;2;Süd-Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);25.10.2022;;;natürliche Person (ABR983141026484);ABR983141026484;Volleinspeisung;;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL932360102615;EEG936306694967;E4183201RS50091640000097940200001;24.01.2022;0,73;;;;;
SEE941751561559;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,6;21.02.2022;15.03.2022;Thüringen;6567;Bad Frankenhausen;;;;;16065003;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);16.05.2022;;;natürliche Person (ABR976878992023);ABR976878992023;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;Geprüft;"Niederspannung (= Hausanschluss/Haushaltsstrom); Niederspannung (= Hausanschluss/Haushaltsstrom)";SEL935011219915;EEG931299703139;E41081010000000000000000000417353;21.02.2022;0,8;;;;;
SEE988744390109;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;23.02.2022;23.02.2022;Thüringen;99438;Bad Berka;;;;;16071003;;;2;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);23.02.2022;;;natürliche Person (ABR936066814742);ABR936066814742;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL958424943307;EEG988361081503;;23.02.2022;0,6;;;;;
SEE974335279175;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;02.03.2022;02.03.2022;Thüringen;7937;Zeulenroda-Triebes;;;;;16076087;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);15.03.2022;;;natürliche Person (ABR925214752029);ABR925214752029;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL966042671281;EEG930331392348;;02.03.2022;0,6;;;;;
SEE924685063054;Balkonkraftwerk Röhler;In Planung;Solare Strahlungsenergie;0,77;0,6;;05.03.2022;Thüringen;7937;Zeulenroda-Triebes;;;;;16076087;;;2;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);25.08.2022;;14.09.2022;natürliche Person (ABR919994377398);ABR919994377398;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE950698504376;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;1;0,6;13.03.2022;13.03.2022;Thüringen;99887;Georgenthal;;;;;16067092;;;4;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);13.03.2022;;;natürliche Person (ABR960273577220);ABR960273577220;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL999493330612;EEG954652875458;;13.03.2022;1;;;;;
SEE950567318554;Balkonkraftwerk Garten;In Betrieb;Solare Strahlungsenergie;0,68;0,6;07.03.2022;07.03.2022;Thüringen;98574;Schmalkalden;;;;;16066063;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);07.03.2022;;;natürliche Person (ABR979239667332);ABR979239667332;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL906675541643;EEG953167108044;;07.03.2022;0,68;;;;;
SEE968790747355;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,74;0,56;07.05.2022;09.05.2022;Thüringen;7768;Kahla;;;;;16074044;;;2;Süd-West;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);09.05.2022;;;natürliche Person (ABR961282017257);ABR961282017257;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL965073461267;EEG943323921051;;07.05.2022;0,74;;;;;
SEE973738378942;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,3;0,3;12.02.2022;13.03.2022;Thüringen;99947;Bad Langensalza;;;;;16064003;;;1;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);26.03.2022;;;natürliche Person (ABR971202541441);ABR971202541441;Teileinspeisung (einschließlich Eigenverbrauch);;NETZE Bad Langensalza GmbH (SNB939517994215);SNB939517994215;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL903670892664;EEG944004392078;E4187201RS50586918000064591700289;12.02.2022;0,3;;;;;
SEE909025102433;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;07.03.2022;15.03.2022;Thüringen;99634;Schwerstedt;;;;;16068049;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);15.03.2022;;;natürliche Person (ABR974281615300);ABR974281615300;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL922729928628;EEG990463977776;;07.03.2022;0,6;;;;;
SEE980532876727;Balkonkraftwerk 0322;In Planung;Solare Strahlungsenergie;0,265;0,265;;16.03.2022;Thüringen;99869;Drei Gleichen;;;;;16067089;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);16.03.2022;;01.04.2022;natürliche Person (ABR943339606492);ABR943339606492;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE948856770589;Balkonkraftwerk Balkon;In Betrieb;Solare Strahlungsenergie;0,74;0,6;17.03.2022;17.03.2022;Thüringen;7629;Hermsdorf;;;;;16074041;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);19.09.2022;;;natürliche Person (ABR973101518098);ABR973101518098;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL973630588449;EEG956468439831;;17.03.2022;0,74;;;;;
SEE992866229544;300w Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,37;0,3;01.03.2022;21.03.2022;Thüringen;99752;Bleicherode;;;;;16062066;;;1;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);21.03.2022;;;natürliche Person (ABR955883695211);ABR955883695211;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL923384874312;EEG964767160776;;01.03.2022;0,37;;;;;
SEE951083947228;Balkonkraftwerk1;In Betrieb;Solare Strahlungsenergie;0,73;0,73;19.03.2022;20.03.2022;Thüringen;99759;Sollstedt;;;;;16062049;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);20.03.2022;;;natürliche Person (ABR912070636341);ABR912070636341;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL997912019285;EEG911723353864;;19.03.2022;0,73;;;;;
SEE935640087565;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,72;0,6;15.04.2022;22.05.2022;Thüringen;7389;Grobengereuth;;;;;16075039;;;2;Süd-Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);22.05.2022;;;natürliche Person (ABR986384951131);ABR986384951131;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL923968365458;EEG959049896078;;15.04.2022;0,72;;;;;
SEE902195304300;Balkonkraftwerk 900W;In Betrieb;Solare Strahlungsenergie;0,9;0,9;27.03.2022;27.03.2022;Thüringen;37308;Geismar;;;;;16061035;;;3;Süd-West;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);27.03.2022;;;natürliche Person (ABR936722064269);ABR936722064269;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL928219924620;EEG948924635918;;27.03.2022;0,9;;;;;
SEE957795030050;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,325;0,3;01.03.2022;29.03.2022;Thüringen;98667;Gießübel;;;;;16069042;;;1;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);29.03.2022;;;natürliche Person (ABR905795292831);ABR905795292831;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL984867800228;EEG943021051913;;01.03.2022;0,325;;;;;
SEE980406992638;Balkonkraftwerk 1;In Betrieb;Solare Strahlungsenergie;0,68;0,6;05.05.2022;19.05.2022;Thüringen;7937;Zeulenroda-Triebes;;;;;16076087;;;2;Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);15.09.2023;;;natürliche Person (ABR956496836589);ABR956496836589;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;"Niederspannung (= Hausanschluss/Haushaltsstrom); Niederspannung (= Hausanschluss/Haushaltsstrom)";SEL955516356144;EEG991671827020;E4183201RS50312074000033091800001;05.05.2022;0,68;;;;;
SEE937012800147;Balkonkraftwerk 2;In Betrieb;Solare Strahlungsenergie;0,68;0,6;05.05.2022;19.05.2022;Thüringen;7937;Zeulenroda-Triebes;;;;;16076087;;;2;Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);15.09.2023;;;natürliche Person (ABR924227494100);ABR924227494100;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;Geprüft;"Niederspannung (= Hausanschluss/Haushaltsstrom); Niederspannung (= Hausanschluss/Haushaltsstrom)";SEL955516356144;EEG937294640196;E4183201RS50312074000033091400001;05.05.2022;0,68;;;;;
SEE946815466689;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;01.04.2022;01.04.2022;Thüringen;7922;Tanna;;;;;16075132;;;4;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);01.04.2022;;;natürliche Person (ABR904209723640);ABR904209723640;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL902122648798;EEG978203883419;;01.04.2022;0,6;;;;;
SEE942518306680;Balkonkraftwerk;In Planung;Solare Strahlungsenergie;0,68;0,6;;03.04.2022;Thüringen;7745;Jena;;;;;16053000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);03.04.2022;;01.05.2022;natürliche Person (ABR944097179068);ABR944097179068;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE997511153809;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,3;0,3;04.04.2022;04.04.2022;Thüringen;7745;Jena;;;;;16053000;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);04.04.2022;;;natürliche Person (ABR982377451855);ABR982377451855;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL951050724548;EEG937509027392;;04.04.2022;0,3;;;;;
